,No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
549551,549551,391022,,,6.75,6.5,,,7.0,7.5,7.5,8.4,5.25,2.0
549554,549554,391025,,,5.5,5.58,,,5.8,7.5,5.0,8.2,6.25,2.0
549556,549556,391027,,,9.5,8.42,,,7.6,7.0,7.25,9.4,8.5,2.0
549559,549559,391030,,,6.0,5.83,,,9.2,7.0,7.25,9.2,4.25,2.0
549560,549560,391031,,,5.0,6.0,,,8.0,7.5,5.0,7.8,8.0,2.0
549561,549561,391032,,,3.25,5.0,,,9.6,7.5,4.5,8.4,7.25,2.0
549566,549566,391037,,,5.0,5.5,,,5.6,7.0,6.25,8.2,5.25,2.0
549567,549567,391038,,,5.5,4.92,,,,6.25,5.0,7.4,4.25,2.0
549568,549568,391039,,,5.5,6.42,,,7.6,5.25,6.5,8.2,7.25,2.0
549570,549570,391041,,,4.0,5.08,,,7.2,7.75,5.25,8.0,6.0,2.0
549572,549572,391043,,,6.5,6.33,,,7.0,6.5,5.25,8.4,7.25,2.0
549573,549573,391044,,,7.5,7.0,,,5.2,7.0,7.0,7.8,6.5,2.0
549574,549574,391045,,,8.0,8.0,,,7.8,8.25,7.75,9.0,8.25,2.0
549576,549576,391047,,,8.75,7.92,,,6.0,7.75,7.75,8.4,7.25,2.0
549578,549578,391049,,,7.25,6.83,,,7.0,7.75,6.5,8.4,6.75,2.0
549581,549581,391052,,,6.0,5.5,,,6.6,7.75,5.75,9.0,4.75,2.0
549583,549583,391054,,,7.5,6.42,,,5.8,7.0,5.75,7.6,6.0,2.0
549584,549584,391055,,,5.25,4.58,,,4.6,6.75,4.0,6.2,4.5,2.0
549585,549585,391056,,,8.25,7.67,,,5.0,7.75,8.0,8.4,6.75,2.0
549586,549586,391057,,,7.0,6.83,,,5.8,7.25,6.25,8.6,7.25,2.0
549587,549587,391058,,,6.0,6.0,,,4.8,6.25,5.25,7.2,6.75,2.0
549588,549588,391059,,,7.25,7.0,,,6.4,7.75,6.75,7.0,7.0,2.0
549589,549589,391060,,,8.5,7.08,,,,6.5,7.75,7.8,5.0,2.0
549590,549590,391061,,,6.5,6.58,,,6.6,7.75,6.0,8.8,7.25,2.0
549591,549591,391062,,,7.5,6.67,,,,7.0,6.0,8.4,6.5,2.0
549594,549594,391065,,,7.75,6.67,,,4.6,6.25,5.75,7.6,6.5,2.0
549595,549595,391066,,,6.75,6.0,,,6.8,7.75,4.75,7.8,6.5,2.0
549596,549596,391067,,,8.25,7.33,,,5.2,7.0,6.0,9.0,7.75,2.0
549597,549597,391068,,,2.25,4.17,,,4.2,5.5,5.0,6.0,5.25,2.0
549598,549598,391069,,,5.5,5.58,,,8.4,7.25,4.75,7.8,6.5,2.0
549599,549599,391070,,,5.5,5.33,,,6.2,6.5,6.0,6.8,4.5,2.0
549600,549600,391071,,,7.75,6.83,,,6.0,8.25,4.5,8.0,8.25,2.0
549601,549601,391072,,,4.75,4.83,,,6.8,6.25,4.75,6.6,5.0,2.0
549606,549606,391077,,,6.0,4.83,,,6.2,6.25,3.25,7.2,5.25,2.0
549607,549607,391078,,,7.5,6.67,,,4.8,6.25,5.0,8.2,7.5,2.0
549608,549608,391079,,,7.25,6.83,,,5.0,8.5,5.5,7.8,7.75,2.0
549609,549609,391080,,,5.75,6.17,,,8.2,5.0,5.5,8.4,7.25,2.0
549610,549610,391081,,,5.25,4.75,,,3.6,7.0,4.75,7.8,4.25,2.0
549611,549611,391082,,,7.75,6.17,,,1.6,6.75,6.0,8.4,4.75,2.0
549613,549613,391084,,,6.25,5.17,,,3.4,5.5,4.5,7.6,4.75,2.0
549615,549615,391086,,,3.75,5.58,,,5.6,7.0,6.5,7.4,6.5,2.0
549616,549616,391087,,,4.5,5.25,,,6.4,6.25,5.5,7.6,5.75,2.0
549617,549617,391088,,,5.5,4.75,,,2.8,6.25,3.5,5.8,5.25,2.0
549620,549620,391091,,,7.5,7.42,,,5.8,7.5,7.25,8.2,7.5,2.0
549621,549621,391092,,,7.75,7.58,,,9.0,7.75,7.5,8.6,7.5,2.0
549623,549623,391094,,,5.0,6.08,,,5.0,5.75,6.5,8.2,6.75,2.0
549624,549624,391095,,,6.0,6.58,,,4.8,6.75,7.0,6.2,6.75,2.0
549630,549630,391101,,,8.5,7.08,,,8.8,8.0,6.0,9.0,6.75,2.0
549637,549637,391108,,,8.75,8.08,,,9.6,7.5,8.0,9.4,7.5,2.0
549638,549638,391109,,,3.5,5.17,,,6.8,6.75,5.0,7.2,7.0,2.0
549639,549639,391110,,,7.25,6.67,,,6.2,6.75,6.0,9.0,6.75,2.0
549640,549640,391111,,,7.5,6.83,,,8.0,7.75,6.25,7.4,6.75,2.0
549641,549641,391112,,,6.25,5.75,,,5.6,5.5,5.25,8.4,5.75,2.0
549643,549643,391114,,,7.0,6.58,,,5.4,7.0,5.75,8.2,7.0,2.0
549644,549644,391115,,,6.5,5.42,,,5.8,6.5,3.25,6.6,6.5,2.0
549645,549645,391116,,,7.75,7.42,,,8.8,7.25,6.0,8.4,8.5,2.0
549646,549646,391117,,,6.5,5.58,,,4.2,7.0,4.25,8.2,6.0,2.0
549647,549647,391118,,,6.75,6.67,,,7.6,7.75,6.5,8.0,6.75,2.0
549648,549648,391119,,,5.75,6.25,,,5.2,6.0,6.0,7.8,7.0,2.0
549649,549649,391120,,,6.25,5.0,,,3.8,7.0,4.75,7.0,4.0,2.0
549650,549650,391121,,,4.25,5.0,,,6.6,7.0,6.0,6.6,4.75,2.0
549653,549653,391124,,,5.25,5.83,,,4.4,6.0,5.75,7.6,6.5,2.0
549655,549655,391126,,,6.75,5.83,,,6.6,7.5,5.0,7.2,5.75,2.0
549656,549656,391127,,,6.75,5.67,,,7.0,7.5,5.25,6.4,5.0,2.0
549657,549657,391128,,,7.5,6.17,,,9.6,7.5,4.75,8.8,6.25,2.0
549659,549659,391130,,,5.75,6.17,,,6.0,5.75,7.0,8.2,5.75,2.0
549661,549661,391132,,,6.25,5.5,,,5.4,6.75,4.25,7.6,6.0,2.0
549662,549662,391133,,,4.5,4.75,,,,6.75,5.75,4.8,4.0,2.0
549663,549663,391134,,,8.0,7.67,,,,7.25,7.75,8.8,7.25,2.0
549665,549665,391136,,,6.25,6.5,,,5.8,6.25,5.75,6.6,7.5,2.0
549666,549666,391137,,,4.5,5.92,,,8.8,6.0,6.0,7.2,7.25,2.0
549669,549669,391140,,,4.75,5.5,,,5.4,6.0,4.5,6.6,7.25,2.0
549673,549673,391144,,,8.25,7.58,,,,6.25,6.75,9.2,7.75,2.0
549675,549675,391146,,,7.75,6.08,,,3.8,7.25,6.0,5.0,4.5,2.0
549677,549677,391148,,,3.75,5.25,,,6.4,6.16,5.0,8.2,7.0,2.0
549678,549678,391149,,,7.0,6.25,,,7.6,6.75,6.0,7.2,5.75,2.0
549679,549679,391150,,,5.5,6.08,,,8.2,7.75,5.75,8.0,7.0,2.0
549680,549680,391151,,,6.0,5.83,,,6.6,7.08,4.75,8.0,6.75,2.0
549682,549682,391153,,,7.5,6.5,,,9.2,7.75,6.25,7.2,5.75,2.0
549683,549683,391154,,,5.75,4.5,,,6.4,6.75,5.0,7.0,2.75,2.0
549684,549684,391155,,,6.5,5.42,,,8.2,7.25,5.25,8.2,4.5,2.0
549685,549685,391156,,,9.0,8.42,,,6.6,5.25,8.5,9.0,7.75,2.0
549686,549686,391157,,,7.5,7.0,,,,7.75,6.0,7.8,7.5,2.0
549687,549687,391158,,,5.75,4.58,,,4.2,6.5,4.0,6.4,4.0,2.0
549688,549688,391159,,,8.0,7.17,,,6.6,6.75,6.0,8.2,7.5,2.0
549689,549689,391160,,,7.25,7.0,,,7.4,7.75,5.75,8.6,8.0,2.0
549691,549691,391162,,,8.5,7.42,,,8.8,7.0,7.0,8.6,6.75,2.0
549692,549692,391163,,,4.5,4.25,,,5.2,7.25,5.25,6.4,3.0,2.0
549693,549693,391164,,,5.75,4.67,,,5.2,6.0,3.5,7.2,4.75,2.0
549697,549697,391168,,,8.25,7.17,,,4.6,5.25,6.0,8.2,7.25,2.0
549700,549700,391171,,,6.25,6.0,,,5.8,7.0,4.5,7.6,7.25,2.0
549702,549702,391173,,,8.0,7.92,,,8.2,6.0,7.75,8.8,8.0,2.0
549704,549704,391175,,,6.25,5.83,,,6.6,6.75,5.25,7.0,6.0,2.0
549705,549705,391176,,,6.0,5.58,,,5.8,6.75,5.75,6.8,5.0,2.0
549706,549706,391177,,,4.75,6.25,,,4.4,7.5,7.25,8.0,6.75,2.0
549707,549707,391178,,,5.5,5.58,,,3.8,6.75,5.0,7.2,6.25,2.0
549708,549708,391179,,,6.0,5.42,,,4.6,8.0,5.5,7.2,4.75,2.0
549709,549709,391180,,,7.25,6.75,,,7.4,6.75,5.25,7.4,7.75,2.0
549710,549710,391181,,,8.25,7.5,,,8.8,7.25,8.5,8.8,5.75,2.0
549712,549712,391183,,,7.5,6.0,,,,7.25,5.0,7.8,5.5,2.0
549713,549713,391184,,,6.0,5.42,,,6.4,8.0,5.75,8.2,4.5,2.0
549716,549716,391187,,,8.0,7.33,,,8.0,7.5,6.25,8.8,7.75,2.0
549718,549718,391189,,,8.25,7.25,,,8.8,7.5,6.5,8.8,7.0,2.0
549719,549719,391190,,,8.25,6.83,,,4.8,7.75,6.75,7.4,5.5,2.0
549720,549720,391191,,,8.25,7.33,,,,5.75,6.75,7.8,7.0,2.0
549721,549721,391192,,,6.75,6.25,,,9.2,7.0,5.75,8.6,6.25,2.0
549723,549723,391194,,,3.25,4.5,,,4.4,4.25,3.75,6.6,6.5,2.0
549724,549724,391195,,,6.0,6.33,,,6.6,7.75,7.0,7.2,6.0,2.0
549727,549727,391198,,,7.0,7.0,,,4.0,7.5,6.25,7.4,7.75,2.0
549729,549729,391200,,,5.25,6.17,,,7.8,8.25,5.5,8.4,7.75,2.0
549730,549730,391201,,,6.75,6.83,,,5.2,7.0,6.75,8.0,7.0,2.0
549731,549731,391202,,,6.25,6.75,,,5.8,8.5,6.75,8.2,7.25,2.0
549732,549732,391203,,,6.25,5.67,,,5.2,6.5,5.5,6.8,5.25,2.0
549733,549733,391204,,,6.5,6.08,,,4.4,5.75,5.5,7.0,6.25,2.0
549734,549734,391205,,,5.25,4.92,,,5.8,6.25,5.25,7.2,4.25,2.0
549737,549737,391208,,,6.75,6.08,,,7.8,7.75,5.75,9.0,5.75,2.0
549738,549738,391209,,,8.25,7.17,,,5.8,7.0,5.0,8.8,8.25,2.0
549740,549740,391211,,,6.5,6.17,,,6.0,7.75,5.75,7.6,6.25,2.0
549741,549741,391212,,,8.0,6.75,,,6.0,8.0,5.25,8.4,7.0,2.0
549742,549742,391213,,,6.0,5.25,,,5.4,7.25,5.25,6.8,4.5,2.0
549743,549743,391214,,,8.25,6.42,,,5.6,7.0,5.25,8.0,5.75,2.0
549745,549745,391216,,,5.5,4.92,,,5.2,8.0,3.75,7.0,5.5,2.0
549749,549749,391220,,,8.0,6.42,,,8.6,7.75,5.75,7.8,5.5,2.0
549750,549750,391221,,,5.25,5.75,,,3.6,7.5,6.0,6.8,6.0,2.0
549751,549751,391222,,,8.0,6.33,,,6.8,7.25,5.0,8.8,6.0,2.0
549755,549755,391226,,,4.25,4.67,,,4.0,6.75,5.75,7.6,4.0,2.0
549756,549756,391227,,,5.75,5.17,,,6.6,8.0,5.5,8.6,4.25,2.0
549760,549760,391231,,,6.75,6.42,,,3.8,6.25,5.5,7.0,7.0,2.0
549762,549762,391233,,,6.75,6.17,,,6.2,7.75,5.5,6.2,6.25,2.0
549765,549765,391236,,,8.25,7.33,,,7.0,8.0,5.5,9.0,8.25,2.0
549767,549767,391238,,,6.5,6.25,,,4.6,7.0,6.25,7.0,6.0,2.0
549769,549769,391240,,,7.5,6.92,,,6.4,6.75,7.75,8.4,5.5,2.0
549770,549770,391241,,,5.25,6.33,,,5.8,7.25,6.25,7.6,7.5,2.0
549771,549771,391242,,,5.5,5.83,,,5.0,6.75,6.0,7.8,6.0,2.0
549772,549772,391243,,,7.5,7.67,,,8.2,8.75,7.5,8.6,8.0,2.0
549776,549776,391247,,,5.0,6.08,,,9.2,7.5,5.5,8.6,7.75,2.0
549777,549777,391248,,,6.75,6.42,,,4.8,6.75,5.25,8.8,7.25,2.0
549778,549778,391249,,,6.75,6.83,,,6.2,6.75,6.5,8.4,7.25,2.0
549779,549779,391250,,,8.0,7.42,,,5.4,8.25,7.5,7.4,6.75,2.0
549780,549780,391251,,,6.25,6.92,,,8.0,6.25,7.5,7.8,7.0,2.0
549781,549781,391252,,,6.5,6.25,,,7.6,7.25,5.5,8.4,6.75,2.0
549782,549782,391253,,,6.25,5.83,,,4.4,7.0,5.5,8.2,5.75,2.0
549783,549783,391254,,,7.25,7.25,,,5.6,7.0,7.75,7.4,6.75,2.0
549784,549784,391255,,,7.25,7.42,,,7.0,6.75,7.0,8.2,8.0,2.0
549785,549785,391256,,,7.0,7.17,,,6.8,7.25,5.25,9.4,9.25,2.0
549786,549786,391257,,,6.25,6.42,,,8.2,5.5,6.25,7.8,6.75,2.0
549787,549787,391258,,,7.5,6.75,,,4.2,6.75,5.5,8.6,7.25,2.0
549788,549788,391259,,,7.5,7.0,,,5.0,7.75,5.25,8.6,8.25,2.0
549789,549789,391260,,,6.0,6.5,,,8.6,6.75,6.25,7.8,7.25,2.0
549790,549790,391261,,,6.0,5.42,,,4.2,6.0,4.5,7.8,5.75,2.0
549791,549791,391262,,,6.75,6.83,,,4.2,7.5,5.5,8.8,8.25,2.0
549792,549792,391263,,,6.0,6.42,,,4.4,7.5,6.0,8.4,7.25,2.0
549793,549793,391264,,,6.25,5.75,,,5.4,7.25,5.0,6.8,6.0,2.0
549794,549794,391265,,,6.5,6.08,,,6.2,6.5,5.75,8.2,6.0,2.0
549795,549795,391266,,,4.75,5.5,,,4.8,7.0,6.5,7.0,5.25,2.0
549796,549796,391267,,,8.5,8.08,,,5.8,7.0,7.75,8.8,8.0,2.0
549797,549797,391268,,,5.5,6.17,,,6.6,6.5,6.0,8.4,7.0,2.0
549798,549798,391269,,,7.25,6.08,,,5.2,7.25,5.25,6.6,5.75,2.0
549799,549799,391270,,,7.0,7.08,,,5.4,7.0,6.75,8.0,7.5,2.0
549800,549800,391271,,,5.25,5.42,,,7.4,7.0,3.5,7.6,7.5,2.0
549801,549801,391272,,,7.5,6.75,,,6.2,7.0,5.25,8.2,7.5,2.0
549802,549802,391273,,,5.75,5.83,,,6.0,6.25,6.5,7.6,5.25,2.0
549803,549803,391274,,,4.5,5.17,,,6.4,7.0,6.25,5.2,4.75,2.0
549804,549804,391275,,,7.25,7.25,,,7.6,7.5,7.0,8.4,7.5,2.0
549805,549805,391276,,,5.5,6.33,,,4.8,7.5,5.5,8.0,8.0,2.0
549806,549806,391277,,,6.75,7.42,,,8.8,7.25,7.25,8.6,8.25,2.0
549807,549807,391278,,,8.0,6.92,,,5.4,8.25,6.5,7.8,6.25,2.0
549808,549808,391279,,,6.75,6.25,,,4.2,6.75,5.25,7.8,6.75,2.0
549809,549809,391280,,,7.25,5.75,,,6.6,7.25,4.0,8.6,6.0,2.0
549810,549810,391281,,,6.75,6.33,,,8.6,7.75,6.75,9.2,5.5,2.0
549811,549811,391282,,,6.75,5.75,,,5.0,7.5,5.25,8.2,5.25,2.0
549812,549812,391283,,,6.25,6.92,,,8.0,7.25,6.5,7.4,8.0,2.0
549813,549813,391284,,,5.5,6.42,,,5.0,7.75,6.25,9.0,7.5,2.0
549814,549814,391285,,,5.5,6.08,,,4.0,8.25,6.25,7.6,6.5,2.0
549815,549815,391286,,,7.25,5.33,,,5.0,7.0,4.0,7.4,4.75,2.0
549816,549816,391287,,,5.25,5.67,,,3.4,5.75,4.0,7.8,7.75,2.0
549817,549817,391288,,,6.5,6.25,,,4.8,7.5,5.75,6.8,6.5,2.0
549818,549818,391289,,,6.25,5.25,,,3.2,7.75,5.25,6.6,4.25,2.0
549819,549819,391290,,,5.75,6.58,,,8.8,6.75,7.0,7.2,7.0,2.0
549820,549820,391291,,,8.25,8.0,,,9.6,5.75,7.5,9.0,8.25,2.0
549821,549821,391292,,,7.25,6.75,,,3.0,7.5,5.75,6.6,7.25,2.0
549822,549822,391293,,,7.5,6.25,,,3.4,7.0,4.5,8.0,6.75,2.0
549823,549823,391294,,,8.25,7.25,,,6.4,5.75,6.0,8.4,7.5,2.0
549824,549824,391295,,,6.75,6.33,,,6.2,7.75,6.0,8.0,6.25,2.0
549825,549825,391296,,,6.75,6.33,,,6.8,8.5,6.25,9.2,6.0,2.0
549826,549826,391297,,,6.5,6.0,,,5.0,6.75,5.75,6.4,5.75,2.0
549827,549827,391298,,,6.5,7.5,,,7.8,7.75,7.5,8.4,8.5,2.0
549828,549828,391299,,,7.5,6.33,,,8.6,6.75,5.25,7.8,6.25,2.0
549829,549829,391300,,,4.0,4.75,,,3.6,7.0,4.75,7.8,5.5,2.0
549830,549830,391301,,,7.5,7.75,,,7.8,6.5,7.75,8.6,8.0,2.0
549831,549831,391302,,,6.5,6.0,,,3.6,7.25,6.25,6.8,5.25,2.0
549832,549832,391303,,,8.25,7.17,,,8.2,7.0,6.25,7.8,7.0,2.0
549833,549833,391304,,,7.0,6.25,,,6.4,6.75,5.0,8.8,6.75,2.0
549835,549835,391306,,,7.0,6.83,,,,5.5,6.25,6.8,7.25,2.0
549842,549842,391313,,,8.5,6.92,,,6.8,5.75,4.75,8.8,7.5,2.0
549843,549843,391314,,,8.0,7.58,,,7.6,7.5,8.0,7.4,6.75,2.0
549844,549844,391315,,,8.25,7.92,,,7.4,7.0,7.75,9.0,7.75,2.0
549846,549846,391317,,,8.5,8.17,,,7.6,6.75,7.0,9.4,9.0,2.0
549847,549847,391318,,,8.5,7.0,,,6.8,5.75,8.0,8.8,4.5,2.0
549848,549848,391319,,,6.5,6.08,,,5.2,7.75,5.75,8.0,6.0,2.0
549853,549853,391324,,,8.5,8.08,,,9.0,8.25,8.0,8.8,7.75,2.0
549854,549854,391325,,,8.0,7.67,,,6.2,6.75,8.0,6.6,7.0,2.0
549856,549856,391327,,,6.5,6.67,,,6.0,6.75,6.0,7.8,7.5,2.0
549861,549861,391332,,,5.75,6.17,,,6.6,7.25,5.75,9.0,7.0,2.0
549862,549862,391333,,,6.5,5.58,,,3.8,6.5,4.0,6.6,6.25,2.0
549864,549864,391335,,,6.75,5.0,,,5.8,7.0,4.25,7.4,4.0,2.0
549865,549865,391336,,,4.25,4.92,,,5.0,7.5,5.25,4.4,5.25,2.0
549867,549867,391338,,,4.5,4.67,,,3.2,7.0,3.75,6.2,5.75,2.0
549868,549868,391339,,,4.5,5.5,,,7.6,5.25,4.25,9.0,7.75,2.0
549870,549870,391341,,,5.0,5.25,,,5.2,6.0,4.75,7.2,6.0,2.0
549871,549871,391342,,,7.5,7.0,,,6.0,6.5,6.75,8.0,6.75,2.0
549877,549877,391348,,,6.5,6.75,,,4.0,7.5,6.25,8.0,7.5,2.0
549878,549878,391349,,,3.25,4.58,,,7.2,7.0,4.75,7.6,5.75,2.0
549879,549879,391350,,,5.25,5.92,,,3.6,6.75,6.0,8.2,6.5,2.0
549880,549880,391351,,,5.75,4.83,,,5.0,6.75,5.75,7.2,3.0,2.0
549882,549882,391353,,,6.5,6.08,,,6.8,7.5,5.5,7.4,6.25,2.0
549883,549883,391354,,,7.5,6.83,,,5.8,7.5,6.0,7.6,7.0,2.0
549884,549884,391355,,,7.25,5.67,,,5.6,7.0,4.0,7.4,5.75,2.0
549890,549890,391361,,,7.75,7.0,,,8.0,5.5,5.25,8.6,8.0,2.0
549891,549891,391362,,,7.75,7.42,,,7.0,7.75,6.75,7.2,7.75,2.0
549893,549893,391364,,,8.75,7.83,,,8.4,8.0,8.0,9.2,6.75,2.0
549894,549894,391365,,,6.5,6.0,,,5.4,6.5,4.25,7.6,7.25,2.0
549895,549895,391366,,,5.75,6.0,,,9.2,6.0,5.5,7.6,6.75,2.0
549896,549896,391367,,,7.0,6.42,,,7.0,7.75,5.0,8.4,7.25,2.0
549898,549898,391369,,,6.75,6.67,,,4.2,6.75,6.5,7.8,6.75,2.0
549903,549903,391374,,,8.25,6.5,,,6.8,7.5,4.75,8.2,6.5,2.0
549904,549904,391375,,,6.75,6.67,,,,7.5,6.75,6.8,6.5,2.0
549906,549906,391377,,,7.75,7.17,,,7.2,7.25,6.5,7.4,7.25,2.0
549908,549908,391379,,,6.25,6.08,,,8.2,7.0,5.5,8.4,6.5,2.0
549909,549909,391380,,,4.75,5.17,,,6.4,6.25,4.0,8.6,6.75,2.0
549911,549911,391382,,,6.25,5.67,,,6.0,6.5,6.0,8.8,4.75,2.0
549912,549912,391383,,,7.25,6.58,,,5.8,8.0,5.75,7.8,6.75,2.0
549913,549913,391384,,,4.75,5.08,,,3.4,5.25,5.0,7.4,5.5,2.0
549915,549915,391386,,,6.0,4.67,,,,6.0,4.25,5.6,3.75,2.0
549916,549916,391387,,,4.75,4.58,,,4.2,5.25,4.0,6.2,5.0,2.0
549917,549917,391388,,,7.0,6.67,,,4.0,6.25,6.75,7.0,6.25,2.0
549918,549918,391389,,,8.75,7.75,,,6.4,7.0,6.5,9.0,8.0,2.0
549920,549920,391391,,,6.25,7.42,,,9.0,5.5,7.5,8.6,8.5,2.0
549921,549921,391392,,,8.5,7.75,,,5.4,8.0,8.25,8.6,6.5,2.0
549923,549923,391394,,,5.25,5.58,,,5.0,7.25,6.5,7.4,5.0,2.0
549924,549924,391395,,,7.0,6.75,,,6.4,6.75,7.75,8.2,5.5,2.0
549925,549925,391396,,,7.25,6.83,,,8.6,7.0,5.75,7.6,7.5,2.0
549926,549926,391397,,,6.0,6.58,,,8.4,7.75,7.75,8.0,6.0,2.0
549927,549927,391398,,,7.25,6.58,,,6.2,5.5,6.25,7.8,6.25,2.0
549928,549928,391399,,,4.25,5.42,,,4.2,4.8,4.5,8.2,7.5,2.0
549929,549929,391400,,,6.5,6.42,,,8.4,7.25,5.5,8.2,7.25,2.0
549930,549930,391401,,,6.5,5.08,,,5.4,7.0,3.0,5.0,5.75,2.0
549931,549931,391402,,,5.0,4.5,,,7.6,6.5,4.25,7.4,4.25,2.0
549933,549933,391404,,,5.25,5.92,,,9.0,6.0,5.75,7.4,6.75,2.0
549934,549934,391405,,,5.25,5.83,,,8.6,5.75,6.25,7.8,6.0,2.0
549935,549935,391406,,,6.25,5.58,,,6.0,7.0,6.0,7.6,4.5,2.0
549936,549936,391407,,,7.5,6.08,,,7.4,6.75,4.0,7.6,6.75,2.0
549937,549937,391408,,,7.0,6.5,,,7.8,5.0,6.5,6.8,6.0,2.0
549938,549938,391409,,,5.75,5.33,,,4.0,6.25,4.75,6.8,5.5,2.0
549939,549939,391410,,,6.75,6.67,,,7.4,7.25,6.5,8.4,6.75,2.0
549940,549940,391411,,,7.25,7.25,,,6.8,6.5,6.5,9.0,8.0,2.0
549941,549941,391412,,,5.5,5.67,,,6.0,5.75,5.75,6.6,5.75,2.0
549944,549944,391415,,,7.0,6.33,,,4.8,7.75,5.5,8.8,6.5,2.0
549946,549946,391417,,,7.5,5.92,,,5.8,7.0,5.25,8.0,5.0,2.0
549947,549947,391418,,,8.5,7.5,,,7.4,8.5,7.75,8.6,6.25,2.0
549949,549949,391420,,,7.75,6.0,,,5.0,5.25,5.25,8.0,5.0,2.0
549950,549950,391421,,,7.75,6.75,,,6.6,8.5,5.25,7.4,7.25,2.0
549951,549951,391422,,,6.75,5.83,,,4.2,8.25,4.5,7.4,6.25,2.0
549952,549952,391423,,,6.0,6.42,,,7.2,5.75,7.75,7.8,5.5,2.0
549953,549953,391424,,,5.25,5.33,,,6.6,7.0,4.75,7.0,6.0,2.0
549954,549954,391425,,,5.75,7.08,,,7.2,7.5,7.25,8.6,8.25,2.0
549955,549955,391426,,,8.0,7.0,,,5.0,5.75,7.25,7.6,5.75,2.0
549956,549956,391427,,,6.25,6.0,,,6.8,7.25,6.0,7.4,5.75,2.0
549957,549957,391428,,,6.75,6.08,,,5.0,6.5,5.5,7.0,6.0,2.0
549958,549958,391429,,,5.5,4.83,,,5.6,7.25,5.0,6.4,4.0,2.0
549959,549959,391430,,,6.25,7.0,,,9.6,8.75,7.5,8.6,7.25,2.0
549960,549960,391431,,,6.5,6.5,,,8.8,8.0,7.25,7.4,5.75,2.0
549961,549961,391432,,,7.25,6.58,,,6.2,6.5,6.25,7.8,6.25,2.0
549962,549962,391433,,,4.5,4.25,,,4.2,7.0,2.25,7.8,6.0,2.0
549963,549963,391434,,,6.0,6.42,,,6.4,7.25,6.0,8.0,7.25,2.0
549964,549964,391435,,,5.5,4.67,,,,5.5,4.5,6.8,4.0,2.0
549965,549965,391436,,,6.75,6.25,,,7.0,7.0,6.75,7.4,5.25,2.0
549966,549966,391437,,,5.75,5.33,,,6.0,5.5,4.75,5.4,5.5,2.0
549967,549967,391438,,,7.25,6.0,,,4.8,5.0,6.5,5.8,4.25,2.0
549968,549968,391439,,,7.75,6.58,,,6.4,7.75,5.5,8.4,6.5,2.0
549969,549969,391440,,,6.0,7.08,,,6.6,7.5,8.0,8.4,7.25,2.0
549970,549970,391441,,,7.0,7.58,,,6.8,7.0,7.5,8.8,8.25,2.0
549971,549971,391442,,,4.25,4.83,,,3.2,6.0,3.5,7.4,6.75,2.0
549972,549972,391443,,,7.25,6.5,,,4.8,7.0,6.0,9.0,6.25,2.0
549973,549973,391444,,,5.25,5.67,,,7.6,6.5,3.75,6.8,8.0,2.0
549974,549974,391445,,,4.75,5.0,,,5.8,7.5,4.75,7.2,5.5,2.0
549975,549975,391446,,,7.5,6.67,,,8.0,7.0,5.75,8.8,6.75,2.0
549976,549976,391447,,,7.5,7.08,,,,7.25,7.75,8.4,6.0,2.0
549977,549977,391448,,,7.25,7.0,,,4.6,6.0,6.5,7.8,7.25,2.0
549978,549978,391449,,,7.0,7.0,,,6.6,7.25,7.0,7.2,7.0,2.0
549979,549979,391450,,,4.75,4.5,,,3.6,6.75,3.75,8.2,5.0,2.0
549980,549980,391451,,,7.0,5.83,,,4.0,6.25,6.0,6.0,4.5,2.0
549981,549981,391452,,,6.75,5.5,,,3.0,8.25,3.75,7.4,6.0,2.0
549982,549982,391453,,,7.25,6.33,,,6.6,4.25,6.5,8.4,5.25,2.0
549983,549983,391454,,,4.75,5.08,,,3.4,7.0,5.75,5.4,4.75,2.0
549984,549984,391455,,,8.0,7.33,,,6.6,7.25,6.75,8.6,7.25,2.0
549985,549985,391456,,,7.0,6.58,,,5.4,6.0,6.75,8.4,6.0,2.0
549986,549986,391457,,,5.5,5.25,,,5.2,7.25,5.75,5.8,4.5,2.0
549987,549987,391458,,,5.75,5.42,,,4.4,6.25,4.75,7.2,5.75,2.0
549988,549988,391459,,,5.5,5.92,,,4.6,6.5,6.0,7.4,6.25,2.0
549989,549989,391460,,,6.25,6.33,,,7.4,6.5,5.75,8.4,7.0,2.0
549990,549990,391461,,,5.25,5.08,,,3.4,6.5,3.25,7.8,6.75,2.0
549991,549991,391462,,,8.0,6.92,,,4.4,6.25,5.75,7.0,7.0,2.0
549992,549992,391463,,,8.0,6.83,,,6.4,6.25,5.75,7.6,6.75,2.0
549993,549993,391464,,,6.5,6.42,,,3.0,7.0,6.25,7.0,6.5,2.0
549994,549994,391465,,,7.0,7.42,,,5.8,6.5,7.5,8.8,7.75,2.0
549995,549995,391466,,,6.75,6.08,,,4.4,7.25,5.75,7.4,5.75,2.0
549996,549996,391467,,,8.0,7.33,,,7.4,8.0,6.5,8.8,7.5,2.0
549998,549998,391469,,,5.75,6.17,,,4.0,7.5,5.25,8.2,7.5,2.0
549999,549999,391470,,,6.5,6.17,,,3.6,8.0,4.75,7.0,7.25,2.0
