No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
551326,2011806,6.75,8.25,,,6.83,5.5,4.0,5.0,,6.4,,2.0
551327,2011807,,,4.75,4.75,,,3.8,6.0,4.75,7.0,4.75,2.0
551328,2011808,,,6.0,7.25,,,4.4,7.0,7.5,7.6,8.25,2.0
551329,2011809,6.0,8.5,,,6.0,3.5,1.8,6.0,,5.6,,2.0
551330,2011810,,,3.75,3.83,,,4.2,6.25,4.75,5.8,3.0,2.0
551331,2011811,6.5,7.75,,,6.08,4.0,3.8,5.75,,6.0,,2.0
551332,2011812,,,2.75,2.92,,,3.6,5.0,3.0,4.8,3.0,2.0
551333,2011813,7.75,8.75,,,6.75,3.75,4.8,5.25,,8.4,,2.0
551334,2011814,,,3.25,4.42,,,4.6,6.0,4.5,5.8,5.5,2.0
551335,2011815,6.0,6.25,,,4.92,2.5,2.0,6.5,,6.2,,2.0
551336,2011816,,,4.75,5.67,,,3.0,6.0,5.75,6.8,6.5,2.0
551337,2011817,,,8.5,7.08,,,6.0,6.5,5.25,7.8,7.5,2.0
551338,2011818,5.5,8.0,,,6.08,4.75,2.8,6.25,,6.2,,2.0
551339,2011819,4.75,8.0,,,5.0,2.25,3.4,5.5,,5.2,,2.0
551340,2011820,5.75,8.0,,,6.17,4.75,4.2,6.25,,6.2,,2.0
551341,2011821,,,6.0,5.25,,,3.6,6.5,4.5,6.2,5.25,2.0
551342,2011822,5.5,9.5,,,6.67,5.0,2.6,6.75,,4.8,,2.0
551343,2011823,,,8.25,7.5,,,5.0,7.5,6.25,7.6,8.0,2.0
551344,2011824,8.5,9.75,,,8.08,6.0,5.8,7.25,,7.2,,2.0
551345,2011825,,,7.0,7.0,,,5.6,7.75,7.0,8.2,7.0,2.0
551346,2011826,7.0,9.25,,,8.0,7.75,7.6,7.25,,6.8,,2.0
551347,2011827,,,5.75,5.67,,,3.8,6.5,5.75,7.0,5.5,2.0
551348,2011828,5.25,9.0,,,6.42,5.0,3.8,6.25,,5.6,,2.0
551349,2011829,,,5.75,5.0,,,6.2,7.0,4.5,7.0,4.75,2.0
551350,2011830,,,4.75,4.92,,,2.6,5.75,4.5,5.8,5.5,2.0
551351,2011831,,,6.75,6.67,,,6.0,6.25,5.5,8.2,7.75,2.0
551352,2011832,4.75,6.25,,,5.17,4.5,3.6,5.75,,5.2,,2.0
551353,2011833,5.0,7.75,,,5.42,3.5,3.0,5.75,,6.2,,2.0
551354,2011834,6.5,8.25,,,6.17,3.75,5.4,6.25,,5.6,,2.0
551355,2011835,,,7.25,6.0,,,4.4,6.5,3.75,7.0,7.0,2.0
551356,2011836,6.5,9.25,,,7.58,7.0,3.0,6.5,,7.2,,2.0
551357,2011837,,,6.75,5.58,,,7.0,7.5,5.25,7.0,4.75,2.0
551358,2011838,9.25,9.25,,,8.75,7.75,4.8,8.0,,6.4,,2.0
551359,2011839,,,7.25,6.58,,,3.2,8.0,5.75,7.4,6.75,2.0
551360,2011840,7.5,10.0,,,8.0,6.5,6.0,6.25,,6.8,,2.0
551361,2011841,6.0,9.0,,,6.42,4.25,6.0,5.5,,6.2,,2.0
551362,2011842,,,7.0,7.17,,,7.2,7.25,7.75,8.8,6.75,2.0
551363,2011843,,,4.0,4.08,,,1.8,6.5,3.25,6.2,5.0,2.0
551364,2011844,,,5.25,4.75,,,4.8,5.25,4.25,5.8,4.75,2.0
551365,2011845,,,5.0,4.92,,,5.6,7.0,4.5,6.8,5.25,2.0
551366,2011846,,,6.75,6.75,,,6.6,7.5,6.25,7.6,7.25,2.0
551367,2011847,,,4.0,4.08,,,4.2,7.0,5.5,6.0,2.75,2.0
551368,2011848,,,7.75,6.33,,,5.2,6.25,5.25,7.0,6.0,2.0
551369,2011849,,,5.25,5.08,,,5.0,6.5,6.5,6.2,3.5,2.0
551370,2011850,,,5.0,5.58,,,5.0,8.0,5.0,7.6,6.75,2.0
551371,2011851,,,4.0,4.5,,,3.8,5.75,4.75,7.2,4.75,2.0
551372,2011852,,,3.75,4.83,,,5.2,6.75,5.5,6.4,5.25,2.0
551373,2011853,,,4.5,5.58,,,5.4,5.75,6.5,6.8,5.75,2.0
551374,2011854,,,6.5,6.67,,,7.0,6.5,6.5,7.6,7.0,2.0
551375,2011855,,,7.5,6.58,,,7.4,6.75,6.25,8.0,6.0,2.0
551376,2011856,,,5.5,5.0,,,3.4,7.0,4.25,7.6,5.25,2.0
551377,2011857,,,8.0,7.25,,,5.8,8.75,6.0,7.4,7.75,2.0
551378,2011858,,,7.0,5.92,,,5.8,5.5,5.0,6.8,5.75,2.0
551379,2011859,7.0,7.75,,,6.08,3.5,3.4,5.25,,6.0,,2.0
551380,2011860,6.5,8.5,,,6.5,4.5,2.6,6.25,,6.2,,2.0
551381,2011861,6.75,9.25,,,7.5,6.5,4.8,6.5,,7.0,,2.0
551382,2011862,6.75,8.5,,,6.75,5.0,3.0,6.25,,5.2,,2.0
551383,2011863,6.0,8.75,,,6.58,5.0,3.4,5.75,,4.6,,2.0
551384,2011864,5.75,7.0,,,5.58,4.0,2.0,6.0,,4.6,,2.0
551385,2011865,4.75,9.0,,,5.42,2.5,4.2,6.25,,6.0,,2.0
551386,2011866,6.0,6.75,,,5.42,3.5,2.8,5.5,,5.0,,2.0
551387,2011867,7.75,8.75,,,6.5,3.0,3.6,6.25,,4.2,,2.0
551388,2011868,7.0,9.25,,,7.83,7.25,6.0,6.0,,7.0,,2.0
551389,2011869,4.75,8.25,,,5.67,4.0,4.8,5.25,,6.6,,2.0
551390,2011870,7.75,9.5,,,7.67,5.75,3.6,7.5,,4.8,,2.0
551391,2011871,8.5,9.25,,,7.58,5.0,4.8,6.5,,5.2,,2.0
551392,2011872,6.25,8.75,,,7.17,6.5,4.8,6.5,,6.0,,2.0
551393,2011873,4.25,7.75,,,4.92,2.75,2.6,6.5,,4.8,,2.0
551394,2011874,5.25,7.5,,,5.25,3.0,3.6,6.5,,5.8,,2.0
551395,2011875,,,4.0,5.08,,,3.6,6.5,4.25,6.4,7.0,2.0
551396,2011876,,,5.25,4.17,,,3.8,6.25,4.25,2.8,3.0,2.0
551397,2011877,8.0,9.25,,,7.5,5.25,3.0,7.0,,7.6,,2.0
551398,2011878,7.0,8.25,,,7.25,6.5,7.4,7.0,,5.6,,2.0
551399,2011879,5.5,7.5,,,6.33,6.0,5.6,7.0,,5.4,,2.0
551400,2011880,6.25,8.5,,,6.5,4.75,2.0,6.0,,5.8,,2.0
551401,2011881,5.25,8.0,,,6.17,5.25,2.4,5.5,,6.4,,2.0
551402,2011882,,,5.25,4.5,,,3.6,5.75,5.25,6.0,3.0,2.0
551403,2011883,6.5,9.0,,,7.17,6.0,4.4,6.25,,6.4,,2.0
551404,2011884,5.75,8.25,,,7.0,7.0,3.0,6.75,,6.4,,2.0
551405,2011885,7.5,8.75,,,6.58,3.5,6.6,6.75,,7.2,,2.0
551406,2011886,7.5,9.0,,,7.33,5.5,4.2,7.25,,6.8,,2.0
551407,2011887,,,9.0,8.0,,,7.2,7.75,7.75,8.8,7.25,2.0
551408,2011888,6.75,9.25,,,6.83,4.5,5.2,7.0,,7.6,,2.0
551409,2011889,,,3.5,5.08,,,4.4,6.5,5.5,5.6,6.25,2.0
551410,2011890,,,8.0,7.33,,,3.8,7.0,6.0,7.6,8.0,2.0
551411,2011891,6.5,9.0,,,7.0,5.5,5.2,5.5,,6.0,,2.0
551412,2011892,6.0,8.0,,,6.17,4.5,4.2,6.75,,3.4,,2.0
551413,2011893,5.75,5.75,,,4.92,3.25,2.8,5.75,,5.4,,2.0
551414,2011894,,,7.5,6.67,,,5.6,6.25,6.0,8.0,6.5,2.0
551415,2011895,6.0,9.0,,,6.58,4.75,3.6,6.25,,6.0,,2.0
551416,2011896,,,4.75,4.92,,,4.0,7.25,5.25,6.2,4.75,2.0
551417,2011897,6.5,8.75,,,7.42,7.0,4.2,6.75,,5.6,,2.0
551418,2011898,,,6.25,5.67,,,3.4,6.5,5.0,7.2,5.75,2.0
551419,2011899,7.5,9.0,,,7.08,4.75,4.2,6.5,,6.0,,2.0
551420,2011900,5.75,7.5,,,5.75,4.0,3.0,6.5,,5.4,,2.0
551421,2011901,6.0,8.0,,,6.25,4.75,4.2,5.25,,5.2,,2.0
551422,2011902,,,5.75,5.0,,,3.6,6.5,3.25,7.2,6.0,2.0
551423,2011903,,,7.75,7.75,,,4.4,7.0,7.75,8.2,7.75,2.0
551424,2011904,5.5,7.25,,,5.5,3.75,3.4,3.75,,4.8,,2.0
551425,2011905,,,6.25,6.08,,,6.8,6.75,5.25,7.4,6.75,2.0
551426,2011906,,,6.25,6.0,,,3.8,5.0,5.0,6.8,6.75,2.0
551427,2011907,,,4.25,4.17,,,3.6,5.5,4.5,4.8,3.75,2.0
551428,2011908,,,4.25,4.08,,,3.2,6.75,5.0,6.0,3.0,2.0
551429,2011909,,,5.0,4.92,,,3.8,7.25,4.5,7.4,5.25,2.0
551430,2011910,,,7.25,6.33,,,5.0,7.25,5.75,7.2,6.0,2.0
551431,2011911,6.5,8.5,,,6.25,3.75,4.2,6.25,,6.0,,2.0
551432,2011912,7.0,8.75,,,7.33,6.25,2.8,6.5,,6.6,,2.0
551433,2011913,,,6.0,5.33,,,4.8,7.08,4.75,7.2,5.25,2.0
551434,2011914,7.5,9.5,,,8.5,8.5,7.2,7.75,,7.0,,2.0
551435,2011915,6.25,7.5,,,6.33,5.25,4.2,7.0,,6.0,,2.0
551436,2011916,,,8.25,6.83,,,3.8,5.75,5.75,6.6,6.5,2.0
551437,2011917,8.5,8.5,,,8.25,7.75,7.8,5.0,,4.6,,2.0
551438,2011918,3.5,6.25,,,4.25,3.0,4.0,5.75,,5.0,,2.0
551439,2011919,,,8.5,6.5,,,5.0,6.75,5.25,7.8,5.75,2.0
551440,2011920,,,5.25,6.08,,,7.4,6.0,5.25,9.0,7.75,2.0
551441,2011921,,,7.5,6.83,,,4.8,8.0,8.0,8.4,5.0,2.0
551442,2011922,8.25,8.75,,,7.5,5.5,4.6,6.0,,8.0,,2.0
551443,2011923,6.25,7.75,,,7.0,7.0,3.0,6.25,,6.2,,2.0
551444,2011924,7.0,8.0,,,6.75,5.25,5.6,6.5,,4.8,,2.0
551445,2011925,7.0,8.5,,,6.58,4.25,3.6,6.0,,6.2,,2.0
551446,2011926,,,4.5,5.17,,,4.6,7.25,4.25,7.6,6.75,2.0
551447,2011927,,,7.75,7.75,,,5.8,7.0,7.0,9.4,8.5,2.0
551448,2011928,6.5,6.0,,,6.0,5.5,5.2,6.75,,7.6,,2.0
551449,2011929,5.75,7.75,,,5.58,3.25,4.2,6.0,,5.0,,2.0
551450,2011930,7.25,8.75,,,7.92,7.75,7.0,7.0,,8.2,,2.0
551451,2011931,,,7.0,6.5,,,5.4,8.5,4.75,8.2,7.75,2.0
551452,2011932,6.5,8.75,,,6.5,4.25,3.2,7.25,,6.0,,2.0
551453,2011933,4.25,6.75,,,4.58,2.75,2.6,5.25,,5.4,,2.0
551454,2011934,,,4.75,5.17,,,5.8,6.5,5.5,5.2,5.25,2.0
551455,2011935,5.5,8.25,,,6.58,6.0,3.4,5.0,,4.2,,2.0
551456,2011936,8.25,8.75,,,7.42,5.25,5.6,6.25,,5.2,,2.0
551457,2011937,6.75,7.5,,,6.58,5.5,3.8,6.25,,4.6,,2.0
551458,2011938,,,7.25,7.08,,,7.0,8.5,7.25,7.8,6.75,2.0
551459,2011939,,,5.5,7.0,,,6.2,6.5,7.5,7.8,8.0,2.0
551460,2011940,5.5,7.25,,,6.17,5.75,3.0,7.25,,7.0,,2.0
551461,2011941,6.25,8.5,,,6.58,5.0,5.2,6.75,,5.8,,2.0
551462,2011942,,,4.0,4.67,,,3.2,7.25,4.25,5.2,5.75,2.0
551463,2011943,,,7.5,6.83,,,4.8,7.5,6.0,7.8,7.0,2.0
551464,2011944,8.25,9.25,,,8.25,7.25,5.2,7.0,,7.2,,2.0
551465,2011945,7.75,9.75,,,7.42,4.75,3.6,7.25,,5.6,,2.0
551466,2011946,7.0,9.0,,,6.75,4.25,6.2,6.25,,7.8,,2.0
551467,2011947,6.25,9.0,,,6.92,5.5,2.0,6.75,,6.6,,2.0
551468,2011948,,,5.0,4.33,,,3.8,6.25,4.0,5.6,4.0,2.0
551469,2011949,,,7.25,6.58,,,5.0,6.25,6.75,6.2,5.75,2.0
551470,2011950,,,5.25,5.92,,,4.6,5.5,7.0,6.4,5.5,2.0
551471,2011951,,,5.75,5.67,,,3.2,6.25,5.5,6.4,5.75,2.0
551472,2011952,6.0,8.5,,,6.25,4.25,2.6,7.0,,6.4,,2.0
551473,2011953,,,5.75,5.92,,,3.4,7.25,4.0,6.2,8.0,2.0
551474,2011954,,,4.25,4.75,,,3.4,7.5,5.5,6.4,4.5,2.0
551475,2011955,,,7.75,6.25,,,6.0,7.0,6.75,8.0,4.25,2.0
551476,2011956,,,4.25,5.42,,,3.2,6.75,6.0,6.4,6.0,2.0
551477,2011957,,,4.5,5.33,,,3.0,7.25,5.5,5.0,6.0,2.0
551478,2011958,,,6.0,6.83,,,7.4,7.75,7.0,7.6,7.5,2.0
551479,2011959,,,6.0,5.67,,,5.8,7.0,4.25,7.2,6.75,2.0
551480,2011960,,,5.75,5.67,,,3.8,6.75,5.25,6.6,6.0,2.0
551481,2011961,,,5.5,5.75,,,5.2,6.75,6.25,7.0,5.5,2.0
551482,2011962,,,4.0,4.0,,,2.4,6.5,4.75,6.0,3.25,2.0
551483,2011963,7.5,9.25,,,7.92,7.0,3.4,5.75,,6.4,,2.0
551484,2011964,6.75,8.75,,,6.67,4.5,6.0,7.25,,8.4,,2.0
551485,2011965,,,5.5,4.83,,,3.6,7.25,3.75,6.2,5.25,2.0
551486,2011966,,,5.5,6.5,,,7.4,6.75,7.25,7.4,6.75,2.0
551487,2011967,,,8.25,7.33,,,4.0,6.0,6.0,6.6,7.75,2.0
551488,2011968,,,6.0,6.42,,,3.6,6.75,7.0,6.6,6.25,2.0
551489,2011969,,,8.5,7.5,,,5.4,7.5,6.75,7.6,7.25,2.0
551490,2011970,6.5,8.0,,,6.92,6.25,6.8,5.5,,6.8,,2.0
551491,2011971,5.75,7.25,,,5.33,3.0,3.6,7.0,,6.2,,2.0
551492,2011972,,,8.75,7.33,,,4.8,6.5,6.25,9.0,7.0,2.0
551493,2011973,,,6.25,6.33,,,4.2,5.5,6.25,6.2,6.5,2.0
551494,2011974,6.25,9.0,,,6.67,4.75,3.6,6.5,,5.4,,2.0
551495,2011975,6.5,8.75,,,6.5,4.25,2.6,7.25,,7.2,,2.0
551496,2011976,5.75,8.5,,,6.67,5.75,3.2,7.5,,6.6,,2.0
551497,2011977,5.0,7.0,,,4.92,2.75,3.2,5.75,,4.8,,2.0
551498,2011978,7.25,8.75,,,6.58,3.75,2.8,7.0,,4.2,,2.0
551499,2011979,,,5.0,4.83,,,4.2,6.5,5.0,5.6,4.5,2.0
551500,2011980,,,7.75,6.5,,,5.8,7.0,5.25,8.6,6.5,2.0
551501,2011981,,,6.5,5.67,,,4.2,7.0,4.0,6.8,6.5,2.0
551502,2011982,6.25,8.25,,,6.75,5.75,4.4,6.0,,5.8,,2.0
551503,2011983,,,6.0,5.92,,,6.4,6.25,4.25,7.4,7.5,2.0
551504,2011984,5.0,8.75,,,5.58,3.0,3.2,6.5,,6.4,,2.0
551505,2011985,,,4.25,4.42,,,2.8,6.0,5.25,4.6,3.75,2.0
551506,2011986,7.75,9.25,,,7.75,6.25,5.4,7.5,,6.4,,2.0
551507,2011987,,,7.5,6.83,,,4.2,7.5,5.75,8.2,7.25,2.0
551508,2011988,6.0,8.5,,,6.83,6.0,3.4,7.5,,6.0,,2.0
551509,2011989,6.0,8.5,,,6.33,4.5,2.6,7.25,,5.6,,2.0
551510,2011990,5.0,8.0,,,5.58,3.75,3.0,6.75,,4.6,,2.0
551511,2011991,,,5.25,5.58,,,3.6,5.75,5.0,6.6,6.5,2.0
551512,2011992,6.25,8.5,,,6.83,5.75,2.4,6.75,,6.6,,2.0
551513,2011993,4.75,7.0,,,5.08,3.5,3.8,5.5,,3.4,,2.0
551514,2011994,,,5.25,5.58,,,4.8,6.5,5.25,7.2,6.25,2.0
551515,2011995,6.5,9.0,,,6.33,3.5,3.8,6.5,,6.4,,2.0
551516,2011996,7.5,7.5,,,6.25,3.75,3.0,5.25,,6.4,,2.0
551517,2011997,7.25,8.75,,,7.5,6.5,4.4,6.0,,5.6,,2.0
551518,2011998,7.5,9.75,,,8.08,7.0,5.4,4.25,,6.6,,2.0
551519,2011999,5.25,8.0,,,6.5,6.25,4.2,6.5,,7.0,,2.0
551520,2012000,,,5.5,6.0,,,4.4,5.5,4.75,6.6,7.75,2.0
551521,2012001,6.25,6.0,,,5.5,4.25,3.4,6.5,,7.2,,2.0
551522,2012002,,,7.0,7.5,,,6.0,7.0,7.5,7.8,8.0,2.0
551523,2012003,,,6.25,5.08,,,6.2,5.75,4.5,7.2,4.5,2.0
551524,2012004,,,5.25,5.08,,,3.4,6.75,3.75,6.2,6.25,2.0
551525,2012005,,,7.75,7.75,,,8.8,7.0,7.0,8.8,8.5,2.0
551526,2012006,,,8.0,7.5,,,5.8,7.5,7.0,7.8,7.5,2.0
551527,2012007,6.5,9.5,,,7.08,5.25,3.4,6.25,,5.8,,2.0
551528,2012008,6.5,8.75,,,6.42,4.0,3.8,6.25,,6.2,,2.0
551529,2012009,,,7.0,5.92,,,5.8,5.5,5.0,7.0,5.75,2.0
551530,2012010,6.0,8.25,,,6.33,4.75,4.4,6.25,,5.6,,2.0
551531,2012011,7.0,8.75,,,6.25,3.0,4.8,5.25,,5.4,,2.0
551532,2012012,,,4.5,5.75,,,6.4,6.0,6.5,6.8,6.25,2.0
551533,2012013,5.5,4.5,,,3.83,1.5,2.2,4.75,,4.4,,2.0
551534,2012014,,,5.25,5.0,,,5.2,6.25,5.5,6.6,4.25,2.0
551535,2012015,,,7.0,6.5,,,5.8,7.0,5.75,7.2,6.75,2.0
551536,2012016,7.0,8.5,,,6.58,4.25,3.8,7.0,,5.8,,2.0
551537,2012017,6.75,8.25,,,6.42,4.25,2.6,5.0,,3.8,,2.0
551538,2012018,6.0,7.25,,,5.5,3.25,2.0,6.5,,6.0,,2.0
551539,2012019,,,7.5,6.83,,,3.8,7.0,6.25,7.8,6.75,2.0
551540,2012020,5.5,8.25,,,6.5,5.75,5.4,5.0,,6.0,,2.0
551541,2012021,,,6.75,6.33,,,4.2,6.75,5.75,8.6,6.5,2.0
551542,2012022,,,5.25,4.42,,,3.2,6.75,3.25,5.8,4.75,2.0
551543,2012023,,,8.0,7.0,,,5.4,8.25,6.0,7.8,7.0,2.0
551544,2012024,,,8.5,6.75,,,4.2,6.75,6.0,5.2,5.75,2.0
551545,2012025,,,7.5,7.25,,,8.2,7.5,6.75,8.2,7.5,2.0
551546,2012026,,,4.75,5.83,,,8.4,7.25,4.5,9.4,8.25,2.0
551547,2012027,7.0,9.5,,,8.0,7.5,6.0,6.75,,7.4,,2.0
551548,2012028,6.75,8.75,,,6.75,4.75,4.8,7.25,,7.2,,2.0
551549,2012029,8.25,8.75,,,7.58,5.75,4.8,6.5,,5.8,,2.0
551550,2012030,,,4.0,3.08,,,4.4,7.25,3.0,3.0,2.25,2.0
551551,2012031,,,5.0,4.58,,,2.4,6.25,4.5,6.2,4.25,2.0
551552,2012032,6.5,9.75,,,6.83,4.25,4.8,6.5,,6.4,,2.0
551553,2012033,6.5,9.75,,,7.42,6.0,6.0,5.5,,7.4,,2.0
551554,2012034,8.0,8.75,,,6.92,4.0,3.4,6.25,,6.2,,2.0
551555,2012035,6.0,8.75,,,6.58,5.0,4.2,7.0,,6.0,,2.0
551556,2012036,,,4.25,5.42,,,4.8,6.75,5.0,7.4,7.0,2.0
551557,2012037,6.25,8.0,,,6.58,5.5,3.4,6.25,,4.4,,2.0
551558,2012038,,,5.25,5.42,,,6.0,7.0,6.25,7.4,4.75,2.0
551559,2012039,,,5.75,4.5,,,3.4,5.25,3.75,6.8,4.0,2.0
551560,2012040,,,3.75,4.5,,,4.4,7.0,5.75,5.2,4.0,2.0
551561,2012041,6.5,7.75,,,6.42,5.0,4.4,5.0,,4.8,,2.0
551562,2012042,,,5.5,5.83,,,4.8,5.75,4.25,7.8,7.75,2.0
551563,2012043,,,3.5,4.42,,,3.4,5.75,4.25,6.0,5.5,2.0
551564,2012044,,,5.25,3.92,,,3.2,7.75,3.75,5.0,2.75,2.0
551565,2012045,7.0,8.5,,,6.75,4.75,2.6,8.0,,7.6,,2.0
551566,2012046,,,7.25,6.17,,,5.0,6.25,4.25,7.8,7.0,2.0
551567,2012047,,,5.25,5.33,,,1.4,5.25,5.25,6.4,5.5,2.0
551568,2012048,7.0,9.25,,,6.67,3.75,4.8,6.5,,7.0,,2.0
551569,2012049,,,5.5,5.58,,,3.6,7.25,4.75,7.6,6.5,2.0
551570,2012050,8.25,9.75,,,8.42,7.25,2.8,6.0,,6.8,,2.0
551571,2012051,,,4.0,4.67,,,4.0,6.75,4.5,6.0,5.5,2.0
551572,2012052,,,4.75,5.17,,,3.0,4.75,4.75,4.4,6.0,2.0
551573,2012053,7.5,8.5,,,7.17,5.5,5.4,6.5,,7.2,,2.0
551574,2012054,,,7.0,6.42,,,4.6,6.0,5.25,7.8,7.0,2.0
551575,2012055,,,7.0,6.25,,,5.4,7.5,5.5,8.6,6.25,2.0
551576,2012056,,,7.0,5.75,,,4.2,7.5,5.5,5.0,4.75,2.0
551577,2012057,,,6.25,6.25,,,4.2,6.5,6.0,7.8,6.5,2.0
551578,2012058,,,4.25,4.5,,,3.8,5.5,3.5,5.2,5.75,2.0
551579,2012059,7.5,8.75,,,6.17,2.25,3.0,6.25,,7.0,,2.0
551580,2012060,,,6.5,5.83,,,7.4,7.25,4.5,7.4,6.5,2.0
551581,2012061,6.75,9.0,,,7.5,6.75,5.2,7.5,,5.8,,2.0
551582,2012062,,,5.75,6.08,,,4.8,6.25,6.0,6.0,6.5,2.0
551583,2012063,7.0,7.5,,,5.92,3.25,2.6,5.5,,5.2,,2.0
551584,2012064,7.25,9.0,,,7.25,5.5,3.8,7.5,,6.2,,2.0
551585,2012065,,,5.75,5.92,,,7.6,8.0,5.5,7.8,6.5,2.0
551586,2012066,6.25,8.5,,,7.17,6.75,4.6,7.5,,4.4,,2.0
551587,2012067,7.5,9.0,,,7.58,6.25,3.2,6.75,,6.0,,2.0
551588,2012068,5.75,8.75,,,6.0,3.5,3.8,6.75,,6.0,,2.0
551589,2012069,7.75,9.0,,,7.0,4.25,5.0,7.25,,7.4,,2.0
551590,2012070,,,3.5,3.5,,,3.2,6.75,3.0,5.4,4.0,2.0
551591,2012071,,,4.5,3.75,,,3.6,6.75,3.25,4.2,3.5,2.0
551592,2012072,,,6.25,5.58,,,4.0,6.75,4.5,8.2,6.0,2.0
551593,2012073,6.5,7.25,,,5.67,3.25,2.4,6.0,,5.0,,2.0
551594,2012074,7.25,8.0,,,7.0,5.75,7.8,5.75,,8.0,,2.0
551595,2012075,,,5.0,6.0,,,5.2,7.25,5.75,7.2,7.25,2.0
551596,2012076,,,7.25,6.67,,,6.0,7.25,5.75,7.6,7.0,2.0
551597,2012077,,,3.25,3.25,,,6.0,5.5,4.25,7.2,2.25,2.0
551598,2012078,,,4.75,5.08,,,4.6,7.75,5.0,7.2,5.5,2.0
551599,2012079,,,6.25,5.92,,,3.8,7.0,5.0,7.2,6.5,2.0
551600,2012080,,,5.5,5.33,,,2.8,7.0,5.75,4.8,4.75,2.0
551601,2012081,8.25,9.25,,,8.33,7.5,7.2,7.0,,7.8,,2.0
551602,2012082,6.5,9.0,,,6.42,3.75,4.0,7.0,,6.4,,2.0
551603,2012083,6.5,8.25,,,6.58,5.0,4.2,6.75,,7.2,,2.0
551604,2012084,6.75,8.5,,,6.67,4.75,4.4,6.5,,7.4,,2.0
551605,2012085,,,6.5,4.92,,,3.0,6.75,3.75,6.8,4.5,2.0
551606,2012086,5.5,9.0,,,6.17,4.0,5.2,7.0,,6.8,,2.0
551607,2012087,6.25,9.0,,,6.92,5.5,5.6,8.0,,4.6,,2.0
551608,2012088,8.0,9.25,,,7.92,6.5,5.0,6.5,,8.0,,2.0
551609,2012089,5.75,8.5,,,6.25,4.5,2.4,7.75,,6.6,,2.0
551610,2012090,7.5,9.5,,,7.42,5.25,5.0,7.75,,7.2,,2.0
551611,2012091,6.75,9.0,,,7.25,6.0,7.0,6.5,,7.8,,2.0
551612,2012092,4.5,6.75,,,5.33,4.75,4.8,7.5,,6.6,,2.0
551613,2012093,5.0,6.75,,,5.33,4.25,3.8,6.5,,6.2,,2.0
551614,2012094,5.75,9.25,,,6.17,3.5,2.6,6.0,,4.2,,2.0
551615,2012095,7.5,10.0,,,7.58,5.25,4.4,7.25,,5.2,,2.0
551616,2012096,,,6.25,5.75,,,5.0,7.5,5.0,8.0,6.0,2.0
551617,2012097,,,6.5,6.67,,,5.8,9.0,6.5,8.2,7.0,2.0
551618,2012098,,,4.0,4.33,,,3.0,7.5,5.0,4.8,4.0,2.0
551619,2012099,5.0,6.75,,,5.0,3.25,2.8,6.0,,3.8,,2.0
551620,2012100,,,6.0,5.08,,,3.8,7.5,4.75,7.0,4.5,2.0
551621,2012101,,,8.5,8.25,,,6.4,7.5,7.75,8.6,8.5,2.0
551622,2012102,6.5,9.75,,,7.42,6.0,5.4,7.0,,7.2,,2.0
551623,2012103,,,8.0,7.42,,,3.8,7.0,6.25,7.8,8.0,2.0
551624,2012104,7.0,8.0,,,6.42,4.25,4.6,6.75,,7.2,,2.0
551625,2012105,9.0,9.75,,,9.17,8.75,6.4,8.5,,7.2,,2.0
551626,2012106,,,6.0,6.0,,,4.0,7.75,5.25,8.6,6.75,2.0
551627,2012107,,,7.25,6.08,,,6.6,7.5,4.75,7.0,6.25,2.0
551628,2012108,6.25,8.5,,,6.5,4.75,3.8,7.0,,7.2,,2.0
551629,2012109,7.5,9.5,,,7.67,6.0,4.0,7.5,,6.0,,2.0
551630,2012110,,,4.0,5.0,,,7.0,8.0,4.25,7.2,6.75,2.0
551631,2012111,7.75,9.25,,,7.08,4.25,7.2,6.75,,6.4,,2.0
551632,2012112,,,7.75,6.75,,,5.0,7.5,6.25,7.6,6.25,2.0
551633,2012113,6.0,8.75,,,6.75,5.5,4.2,7.25,,6.8,,2.0
551634,2012114,,,4.25,4.83,,,6.0,6.5,4.5,6.8,5.75,2.0
551635,2012115,7.5,8.25,,,7.42,6.5,5.2,6.0,,5.6,,2.0
551636,2012116,6.0,8.0,,,5.75,3.25,5.0,6.0,,6.0,,2.0
551637,2012117,6.75,7.75,,,6.17,4.0,7.8,7.0,,6.4,,2.0
551638,2012118,,,4.25,4.75,,,3.0,7.25,4.0,7.2,6.0,2.0
551639,2012119,,,6.75,6.25,,,5.4,7.5,5.75,8.2,6.25,2.0
551640,2012120,7.75,9.0,,,8.17,7.75,4.2,7.75,,8.2,,2.0
551641,2012121,,,3.5,4.83,,,4.6,7.0,6.25,6.4,4.75,2.0
551642,2012122,7.25,8.5,,,7.33,6.25,5.2,6.0,,6.0,,2.0
551643,2012123,5.0,8.75,,,5.67,3.25,5.4,7.5,,6.0,,2.0
551644,2012124,7.5,9.25,,,7.67,6.25,3.6,8.25,,7.4,,2.0
551645,2012125,,,6.0,5.42,,,7.0,8.0,4.5,7.2,5.75,2.0
551646,2012126,,,6.0,6.25,,,5.0,7.0,5.0,7.4,7.75,2.0
551647,2012127,6.5,7.0,,,5.67,3.5,5.0,5.5,,5.0,,2.0
551648,2012128,,,5.5,5.92,,,6.2,7.0,5.0,7.0,7.25,2.0
