No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
312179,1039526,,,5.5,5.83,,,4.6,5.25,5.5,8.2,6.5,1.0
312180,1039527,7.5,7.25,,,5.92,3.0,2.8,5.25,,4.2,,1.0
312181,1039528,7.75,8.75,,,8.0,7.5,6.8,8.75,,8.4,,1.0
312182,1039529,5.75,7.5,,,5.92,4.5,2.6,6.75,,4.4,,1.0
312183,1039530,,,7.25,6.25,,,3.0,6.75,6.75,8.6,4.75,1.0
312184,1039531,6.75,8.75,,,6.58,4.25,3.2,6.25,,6.6,,1.0
312185,1039532,7.0,7.5,,,6.17,4.0,2.2,6.25,,2.6,,1.0
312186,1039533,5.5,6.75,,,5.17,3.25,3.0,7.5,,5.6,,1.0
312187,1039534,4.25,6.0,,,4.83,4.25,3.8,5.5,,7.6,,1.0
312188,1039535,8.25,9.0,,,7.5,5.25,2.6,7.75,,6.4,,1.0
312189,1039536,6.25,9.25,,,6.5,4.0,5.0,7.5,,6.6,,1.0
312190,1039537,5.25,7.25,,,5.67,4.5,3.8,7.25,,6.4,,1.0
312191,1039538,,,4.0,4.33,,,6.2,7.0,2.5,8.2,6.5,1.0
312192,1039539,6.0,7.5,,,5.5,3.0,2.4,6.25,,3.8,,1.0
312193,1039540,6.75,9.0,,,6.58,4.0,4.6,5.0,,5.0,,1.0
312194,1039541,6.75,7.75,,,6.67,5.5,3.4,7.0,,6.0,,1.0
312195,1039542,8.75,9.25,,,8.42,7.25,3.2,7.0,,7.4,,1.0
312196,1039543,,,8.0,7.42,,,4.4,7.0,5.75,8.4,8.5,1.0
312197,1039544,7.5,9.5,,,7.92,6.75,3.0,6.0,,7.2,,1.0
312198,1039545,7.25,8.25,,,6.75,4.75,3.4,6.5,,6.6,,1.0
312199,1039546,8.5,8.25,,,7.75,6.5,2.6,5.5,,6.6,,1.0
312200,1039547,8.0,7.0,,,6.92,5.75,5.0,6.0,,8.2,,1.0
312201,1039548,,,7.5,7.67,,,3.4,5.75,8.0,8.6,7.5,1.0
312202,1039549,7.0,8.0,,,6.33,4.0,4.0,5.75,,5.2,,1.0
312203,1039550,,,4.0,4.92,,,4.0,6.75,3.5,7.8,7.25,1.0
312204,1039551,6.75,7.75,,,5.83,3.0,1.8,4.0,,4.0,,1.0
312205,1039552,6.0,9.0,,,7.0,6.0,4.6,7.5,,5.8,,1.0
312206,1039553,6.5,8.0,,,6.42,4.75,4.4,6.25,,4.6,,1.0
312207,1039554,,,5.25,5.83,,,5.6,6.75,4.5,7.8,7.75,1.0
312208,1039555,,,6.25,5.33,,,2.8,7.5,3.25,9.0,6.5,1.0
312209,1039556,3.25,6.0,,,4.0,2.75,1.8,6.0,,6.8,,1.0
312210,1039557,,,6.0,6.42,,,2.4,6.0,6.0,7.6,7.25,1.0
312211,1039558,7.25,8.75,,,6.75,4.25,3.8,7.0,,7.0,,1.0
312212,1039559,6.75,8.25,,,6.5,4.5,2.0,6.75,,6.0,,1.0
312213,1039560,5.0,5.5,,,4.92,4.25,1.8,5.0,,5.2,,1.0
312214,1039561,,,8.25,7.08,,,4.2,7.0,4.5,9.2,8.5,1.0
312215,1039562,,,7.0,6.0,,,2.6,6.5,4.0,7.6,7.0,1.0
312216,1039563,7.5,9.0,,,8.33,8.5,2.8,6.0,,5.6,,1.0
312217,1039564,6.0,8.0,,,5.83,3.5,4.4,7.0,,7.6,,1.0
312218,1039565,8.25,9.5,,,7.75,5.5,5.2,7.5,,7.8,,1.0
312219,1039566,8.25,8.5,,,8.0,7.25,4.4,7.0,,7.6,,1.0
312220,1039567,7.5,7.0,,,6.67,5.5,3.4,6.75,,7.2,,1.0
312221,1039568,6.5,7.0,,,5.92,4.25,2.0,7.0,,5.2,,1.0
312222,1039569,7.0,8.25,,,7.75,8.0,2.0,7.5,,4.4,,1.0
312223,1039570,7.5,9.0,,,7.25,5.25,2.2,8.0,,7.6,,1.0
312224,1039571,7.0,8.75,,,6.83,4.75,5.4,8.5,,8.0,,1.0
312225,1039572,7.0,7.25,,,6.33,4.75,4.0,5.75,,6.4,,1.0
312226,1039573,7.0,7.25,,,6.08,4.0,2.4,5.0,,7.0,,1.0
312227,1039574,6.75,7.75,,,6.0,3.5,3.0,7.0,,5.0,,1.0
312228,1039575,6.75,8.25,,,6.25,3.75,4.4,8.5,,4.0,,1.0
312229,1039576,,,7.25,7.25,,,5.8,8.25,6.25,9.0,8.25,1.0
312230,1039577,,,6.5,6.33,,,4.6,8.5,5.0,8.2,7.5,1.0
312231,1039578,8.0,9.0,,,8.0,7.0,4.4,7.5,,5.0,,1.0
312232,1039579,7.25,8.0,,,7.08,6.0,6.0,7.75,,8.2,,1.0
312233,1039580,,,8.5,8.0,,,7.6,7.5,6.75,8.8,8.75,1.0
312234,1039581,7.0,8.75,,,6.83,4.75,2.4,5.0,,5.0,,1.0
312235,1039582,5.75,6.0,,,5.33,4.25,2.2,6.25,,5.0,,1.0
312236,1039583,,,7.75,7.08,,,4.4,6.0,5.75,9.0,7.75,1.0
312237,1039584,,,6.0,6.33,,,7.4,7.0,5.25,9.2,7.75,1.0
312238,1039585,6.75,9.0,,,7.0,5.25,6.0,7.75,,8.2,,1.0
312239,1039586,6.0,5.75,,,5.08,3.5,0.8,5.5,,3.0,,1.0
312240,1039587,6.75,8.25,,,6.33,4.0,3.8,6.0,,7.0,,1.0
312241,1039588,8.5,9.25,,,8.42,7.5,8.8,9.0,,8.8,,1.0
312242,1039589,5.25,5.75,,,4.75,3.25,2.0,5.0,,3.8,,1.0
312243,1039590,7.75,9.5,,,8.0,6.75,4.8,8.5,,5.6,,1.0
312244,1039591,7.75,8.5,,,7.58,6.5,8.4,8.75,,8.4,,1.0
312245,1039592,7.25,7.5,,,5.75,2.5,3.4,6.75,,6.2,,1.0
312246,1039593,,,6.25,6.17,,,6.0,7.75,5.25,9.2,7.0,1.0
312247,1039594,,,6.0,5.5,,,2.4,7.0,4.75,7.2,5.75,1.0
312248,1039595,,,7.0,7.42,,,9.6,8.5,6.25,9.6,9.0,1.0
312249,1039596,7.75,8.5,,,6.92,4.5,7.0,8.25,,9.2,,1.0
312250,1039597,5.25,7.0,,,5.75,5.0,3.4,7.25,,6.0,,1.0
312251,1039598,7.0,8.25,,,6.75,5.0,2.6,6.0,,5.2,,1.0
312252,1039599,7.25,8.0,,,6.25,3.5,4.8,8.25,,6.0,,1.0
312253,1039600,7.75,7.25,,,6.08,3.25,4.2,9.0,,5.4,,1.0
312254,1039601,7.5,8.75,,,7.42,6.0,2.8,7.5,,4.2,,1.0
312255,1039602,8.0,8.25,,,6.75,4.0,2.8,6.5,,4.8,,1.0
312256,1039603,8.0,9.0,,,7.67,6.0,5.6,8.0,,8.0,,1.0
312257,1039604,6.75,8.75,,,6.58,4.25,2.4,7.5,,6.6,,1.0
312258,1039605,6.0,8.25,,,6.58,5.5,3.4,7.5,,7.0,,1.0
312259,1039606,6.5,6.25,,,5.42,3.5,2.2,5.75,,4.2,,1.0
312260,1039607,7.75,9.5,,,7.92,6.5,7.4,9.0,,9.0,,1.0
312261,1039608,7.0,8.5,,,7.0,5.5,7.2,9.0,,8.4,,1.0
312262,1039609,7.0,6.75,,,6.17,4.75,2.6,6.5,,4.8,,1.0
312263,1039610,7.0,7.75,,,6.25,4.0,3.2,7.75,,6.4,,1.0
312264,1039611,7.25,9.0,,,7.08,5.0,4.0,7.5,,7.4,,1.0
312265,1039612,9.0,10.0,,,9.25,8.75,5.6,7.75,,9.2,,1.0
312266,1039613,,,7.25,6.67,,,4.8,7.25,5.25,8.4,7.5,1.0
312267,1039614,,,8.25,6.67,,,3.2,7.5,6.0,9.0,5.75,1.0
312268,1039615,7.25,6.5,,,6.17,4.75,4.6,8.0,,5.6,,1.0
312269,1039616,7.25,8.5,,,6.67,4.25,3.4,5.75,,5.6,,1.0
312270,1039617,5.5,6.5,,,5.33,4.0,3.8,8.0,,3.4,,1.0
312271,1039618,7.0,7.25,,,6.17,4.25,8.2,7.75,,8.4,,1.0
312272,1039619,8.0,9.25,,,7.58,5.5,4.0,8.0,,8.6,,1.0
312273,1039620,6.25,9.0,,,6.92,5.5,2.6,7.5,,7.2,,1.0
312274,1039621,,,4.75,5.67,,,5.2,6.75,5.25,8.0,7.0,1.0
312275,1039622,6.25,8.5,,,6.33,4.25,3.6,8.0,,7.2,,1.0
312276,1039623,6.0,8.0,,,5.83,3.5,3.4,6.5,,7.0,,1.0
312277,1039624,,,8.25,7.42,,,5.6,7.5,7.25,9.2,6.75,1.0
312278,1039625,,,4.25,4.25,,,3.4,6.0,5.25,6.6,3.25,1.0
312279,1039626,8.25,8.75,,,7.33,5.0,4.0,8.5,,8.2,,1.0
312280,1039627,8.5,7.75,,,7.58,6.5,3.2,6.5,,7.8,,1.0
312281,1039628,6.25,7.0,,,6.0,4.75,2.2,5.0,,6.2,,1.0
312282,1039629,,,9.5,7.5,,,3.2,5.5,4.0,9.4,9.0,1.0
312283,1039630,,,8.0,6.5,,,1.8,6.75,4.0,9.0,7.5,1.0
312284,1039631,5.75,6.5,,,5.25,3.5,2.4,7.0,,5.2,,1.0
312285,1039632,,,9.0,7.67,,,5.8,7.25,6.75,8.6,7.25,1.0
312286,1039633,7.0,7.75,,,6.33,4.25,2.4,8.0,,5.4,,1.0
312287,1039634,6.0,7.5,,,6.58,6.25,7.2,8.0,,8.2,,1.0
312288,1039635,7.25,7.5,,,6.67,5.25,2.0,6.75,,6.0,,1.0
312289,1039636,7.5,8.0,,,6.92,5.25,2.8,7.0,,6.2,,1.0
312290,1039637,,,6.75,5.83,,,,6.5,4.75,6.6,6.0,1.0
312291,1039638,7.75,8.25,,,6.92,4.75,4.0,7.75,,5.8,,1.0
312292,1039639,,,8.0,6.42,,,3.4,6.25,4.5,7.2,6.75,1.0
312293,1039640,,,8.0,6.75,,,4.4,6.0,5.0,9.2,7.25,1.0
312294,1039641,,,6.25,5.33,,,2.2,5.25,4.25,7.6,5.5,1.0
312295,1039642,,,8.5,6.08,,,2.4,5.75,3.5,8.6,6.25,1.0
312296,1039643,,,8.5,7.42,,,4.8,7.0,5.75,8.8,8.0,1.0
312297,1039644,,,8.25,7.0,,,5.6,6.25,5.0,9.2,7.75,1.0
312298,1039645,,,7.25,5.0,,,4.4,7.5,3.5,8.0,4.25,1.0
312299,1039646,,,6.25,6.08,,,7.0,6.75,3.75,9.0,8.25,1.0
312300,1039647,7.25,8.25,,,7.42,6.75,3.2,6.25,,5.8,,1.0
312301,1039648,8.25,8.25,,,7.92,7.25,3.4,6.75,,9.2,,1.0
312302,1039649,8.75,8.25,,,8.42,8.25,2.2,7.25,,7.6,,1.0
312303,1039650,5.25,7.25,,,5.67,4.5,3.6,5.25,,5.0,,1.0
312304,1039651,,,4.25,4.33,,,3.0,5.25,4.5,7.2,4.25,1.0
312305,1039652,,,5.25,6.33,,,9.0,7.0,5.75,9.4,8.0,1.0
312306,1039653,5.75,8.5,,,6.25,4.5,2.4,6.0,,5.4,,1.0
312307,1039654,7.75,9.5,,,8.33,7.75,8.0,8.5,,8.8,,1.0
312308,1039655,7.25,8.5,,,7.0,5.25,3.6,6.5,,6.2,,1.0
312309,1039656,8.25,9.0,,,7.42,5.0,2.8,7.75,,6.8,,1.0
312310,1039657,6.5,7.0,,,6.0,4.5,2.6,7.0,,5.0,,1.0
312311,1039658,,,7.75,6.83,,,7.0,7.75,5.25,8.8,7.5,1.0
312312,1039659,7.0,9.5,,,7.92,7.25,2.6,8.0,,8.4,,1.0
312313,1039660,7.0,7.75,,,6.42,4.5,2.2,7.0,,6.2,,1.0
312314,1039661,,,3.0,4.42,,,7.2,8.0,3.0,8.4,7.25,1.0
312315,1039662,,,4.0,5.17,,,4.8,6.0,5.25,7.4,6.25,1.0
312316,1039663,,,7.0,6.42,,,2.2,6.0,6.25,6.6,6.0,1.0
312317,1039664,,,9.25,7.17,,,2.4,6.5,8.0,8.8,4.25,1.0
312318,1039665,5.5,6.5,,,5.42,4.25,1.4,6.5,,3.0,,1.0
312319,1039666,5.5,7.75,,,5.58,3.5,6.2,8.5,,8.0,,1.0
312320,1039667,7.25,8.75,,,7.25,5.75,3.4,8.0,,7.8,,1.0
312321,1039668,,,7.75,5.83,,,2.8,6.5,4.5,9.2,5.25,1.0
312322,1039669,,,8.5,7.08,,,2.6,6.5,4.5,8.4,8.25,1.0
312323,1039670,6.25,7.25,,,5.5,3.0,3.2,4.0,,6.0,,1.0
312324,1039671,7.75,8.75,,,7.25,5.25,8.0,9.0,,8.6,,1.0
312325,1039672,6.75,8.25,,,7.33,7.0,2.4,5.25,,7.0,,1.0
312326,1039673,6.75,7.75,,,6.17,4.0,2.6,7.25,,6.6,,1.0
312327,1039674,7.25,7.25,,,6.33,4.5,4.0,3.25,,6.8,,1.0
312328,1039675,7.5,7.75,,,6.67,4.75,8.0,7.25,,7.4,,1.0
312329,1039676,7.0,9.0,,,6.75,4.25,3.8,7.0,,6.8,,1.0
312330,1039677,7.25,9.0,,,7.08,5.0,2.2,6.75,,5.4,,1.0
312331,1039678,,,6.0,6.25,,,7.2,7.5,6.0,8.0,6.75,1.0
312332,1039679,6.25,7.5,,,5.33,2.25,2.2,5.0,,4.6,,1.0
312333,1039680,7.5,9.25,,,7.75,6.5,9.0,8.5,,9.0,,1.0
312334,1039681,7.75,8.5,,,8.08,8.0,5.4,7.5,,7.0,,1.0
312335,1039682,5.75,5.75,,,5.0,3.5,2.2,4.0,,3.0,,1.0
312336,1039683,4.75,6.0,,,5.17,4.75,3.8,4.25,,1.6,,1.0
312337,1039684,7.0,7.0,,,6.17,4.5,2.4,7.0,,6.2,,1.0
312338,1039685,8.0,7.75,,,7.92,8.0,3.6,8.0,,6.8,,1.0
312339,1039686,5.25,8.25,,,5.67,3.5,3.4,8.5,,6.8,,1.0
312340,1039687,,,8.25,7.42,,,4.0,6.75,6.5,8.2,7.5,1.0
312341,1039688,,,4.75,4.75,,,3.2,5.0,3.25,6.6,6.25,1.0
312342,1039689,7.5,7.5,,,6.83,5.5,1.8,7.0,,5.4,,1.0
312343,1039690,7.25,7.75,,,6.75,5.25,4.0,8.0,,7.6,,1.0
312344,1039691,6.25,8.25,,,6.08,3.75,3.6,7.0,,4.4,,1.0
312345,1039692,6.5,6.0,,,5.75,4.75,2.2,7.5,,4.6,,1.0
312346,1039693,,,7.0,6.25,,,3.6,6.0,5.75,9.2,6.0,1.0
312347,1039694,5.25,5.75,,,4.33,2.0,3.0,4.0,,2.8,,1.0
312348,1039695,7.75,7.25,,,7.17,6.5,5.2,6.25,,7.4,,1.0
312349,1039696,7.5,7.25,,,7.0,6.25,5.0,7.58,,5.4,,1.0
312350,1039697,,,6.25,5.5,,,4.6,6.5,4.75,9.0,5.5,1.0
312351,1039698,,,6.25,4.83,,,3.6,8.0,5.5,8.6,2.75,1.0
312352,1039699,,,7.75,6.83,,,5.6,6.0,4.5,8.8,8.25,1.0
312353,1039700,,,9.0,7.33,,,4.2,7.5,5.75,9.0,7.25,1.0
312354,1039701,,,8.75,6.92,,,8.4,7.25,5.5,9.2,6.5,1.0
312355,1039702,7.5,8.25,,,6.5,3.75,3.2,8.0,,4.6,,1.0
312356,1039703,7.75,7.5,,,7.42,7.0,6.0,8.25,,6.0,,1.0
312357,1039704,6.75,8.75,,,7.08,5.75,6.4,8.0,,7.6,,1.0
312358,1039705,7.0,8.0,,,6.67,5.0,3.2,8.25,,7.6,,1.0
312359,1039706,8.75,9.0,,,7.83,5.75,2.2,8.0,,5.2,,1.0
312360,1039707,9.0,7.75,,,7.83,6.75,3.8,8.25,,6.8,,1.0
312361,1039708,8.25,9.25,,,8.17,7.0,7.4,8.0,,7.8,,1.0
312362,1039709,8.5,9.5,,,8.17,6.5,3.0,7.5,,6.6,,1.0
312363,1039710,8.5,8.0,,,7.42,5.75,3.4,5.75,,3.8,,1.0
312364,1039711,5.75,6.25,,,5.5,4.5,3.4,5.5,,2.6,,1.0
312365,1039712,8.5,9.5,,,8.17,6.5,6.0,8.5,,8.8,,1.0
312366,1039713,7.25,8.5,,,7.33,6.25,3.0,7.5,,7.0,,1.0
312367,1039714,7.25,8.75,,,6.58,3.75,6.0,9.0,,8.4,,1.0
312368,1039715,6.75,9.0,,,6.58,4.0,7.6,9.0,,9.2,,1.0
312369,1039716,4.5,6.5,,,5.5,5.5,2.0,6.5,,4.4,,1.0
312370,1039717,6.75,8.75,,,6.42,3.75,5.6,7.0,,7.8,,1.0
312371,1039718,7.0,8.5,,,7.08,5.75,7.2,8.75,,8.2,,1.0
312372,1039719,7.0,8.0,,,7.08,6.25,2.2,5.5,,5.4,,1.0
312373,1039720,5.75,7.25,,,6.08,5.25,2.4,7.75,,7.8,,1.0
312374,1039721,6.5,8.0,,,5.83,3.0,2.2,8.0,,6.6,,1.0
312375,1039722,7.25,9.75,,,7.67,6.0,3.8,6.0,,6.4,,1.0
312376,1039723,6.25,7.0,,,6.0,4.75,2.8,6.75,,5.4,,1.0
312377,1039724,8.5,9.25,,,7.5,4.75,2.0,6.75,,7.4,,1.0
312378,1039725,6.5,8.0,,,6.08,3.75,3.4,7.0,,5.6,,1.0
312379,1039726,5.75,9.0,,,6.5,4.75,4.6,6.0,,5.8,,1.0
312380,1039727,8.0,9.5,,,8.58,8.25,3.2,7.25,,7.2,,1.0
312381,1039728,7.75,8.0,,,6.83,4.75,2.6,6.0,,5.0,,1.0
312382,1039729,7.25,7.75,,,6.25,3.75,3.2,6.5,,4.6,,1.0
312383,1039730,8.25,8.5,,,6.92,4.0,4.0,5.0,,4.2,,1.0
312384,1039731,5.5,5.5,,,4.75,3.25,3.2,6.0,,6.2,,1.0
312385,1039732,7.0,6.5,,,5.92,4.25,2.4,5.5,,5.0,,1.0
312386,1039733,7.0,8.75,,,6.58,4.0,3.4,7.5,,7.6,,1.0
312387,1039734,6.5,7.0,,,6.17,5.0,2.6,7.0,,6.2,,1.0
312388,1039735,6.25,6.0,,,4.83,2.25,2.6,5.25,,4.2,,1.0
312389,1039736,4.0,6.75,,,4.75,3.5,2.4,5.0,,2.4,,1.0
312390,1039737,7.0,8.25,,,6.83,5.25,3.8,8.0,,8.2,,1.0
312391,1039738,7.75,9.5,,,7.08,4.0,3.2,7.75,,7.4,,1.0
312392,1039739,5.5,6.25,,,5.67,5.25,4.0,7.0,,5.8,,1.0
312393,1039740,7.25,7.5,,,7.83,8.75,4.2,6.25,,7.2,,1.0
312394,1039741,,,8.0,7.42,,,5.4,8.0,6.0,9.2,8.25,1.0
312395,1039742,,,3.5,3.83,,,5.2,6.25,3.25,6.6,4.75,1.0
312396,1039743,,,7.25,6.08,,,2.2,6.75,3.0,8.8,8.0,1.0
312397,1039744,,,7.25,7.08,,,3.8,6.25,5.75,8.2,8.25,1.0
312398,1039745,,,7.75,7.17,,,8.2,8.0,5.0,9.0,8.75,1.0
312399,1039746,,,9.5,7.17,,,4.2,9.0,4.5,8.8,7.5,1.0
312400,1039747,,,5.75,6.42,,,3.4,7.5,5.75,8.6,7.75,1.0
312401,1039748,,,8.0,7.33,,,2.8,7.5,6.25,8.6,7.75,1.0
312402,1039749,,,6.75,5.58,,,3.2,6.25,3.0,8.6,7.0,1.0
312403,1039750,,,5.5,5.67,,,6.6,8.25,4.25,7.8,7.25,1.0
312404,1039751,,,5.75,7.0,,,8.8,8.5,6.25,9.6,9.0,1.0
312405,1039752,,,7.0,5.92,,,4.2,7.0,6.0,7.4,4.75,1.0
312406,1039753,,,7.0,6.5,,,3.2,7.33,5.0,8.0,7.5,1.0
312407,1039754,,,7.75,6.92,,,5.4,6.5,4.75,8.2,8.25,1.0
312408,1039755,,,7.25,6.17,,,7.6,8.0,4.0,9.0,7.25,1.0
312409,1039756,,,8.5,7.17,,,5.0,8.25,5.75,8.8,7.25,1.0
312410,1039757,,,7.75,6.83,,,3.6,8.25,5.5,7.6,7.25,1.0
312411,1039758,,,8.75,7.25,,,6.8,7.5,5.5,8.6,7.5,1.0
312412,1039759,,,8.75,6.92,,,4.0,7.0,5.25,8.6,6.75,1.0
312413,1039760,,,6.5,5.92,,,5.4,6.5,5.0,8.6,6.25,1.0
312414,1039761,,,8.25,7.75,,,3.6,7.25,9.25,8.8,5.75,1.0
312415,1039762,,,6.25,7.0,,,9.0,8.25,6.25,9.6,8.5,1.0
312416,1039763,,,8.25,6.08,,,2.6,7.25,5.75,8.6,4.25,1.0
312417,1039764,,,8.25,8.08,,,8.6,7.25,7.5,8.6,8.5,1.0
312418,1039765,,,7.5,6.83,,,2.8,6.5,5.0,9.2,8.0,1.0
312419,1039766,,,8.5,6.92,,,4.2,8.5,4.5,9.4,7.75,1.0
312420,1039767,,,8.5,7.92,,,7.2,6.25,7.5,9.0,7.75,1.0
312421,1039768,,,7.5,5.83,,,8.6,9.0,5.25,8.6,4.75,1.0
312422,1039769,,,8.25,7.08,,,2.6,8.0,4.75,7.8,8.25,1.0
312423,1039770,,,5.5,5.92,,,5.6,8.5,5.25,8.2,7.0,1.0
312424,1039771,,,8.75,6.42,,,7.4,9.0,4.25,9.0,6.25,1.0
312425,1039772,,,9.0,8.33,,,5.6,8.75,7.25,9.0,8.75,1.0
312426,1039773,,,8.75,8.08,,,5.8,7.5,7.25,9.0,8.25,1.0
312427,1039774,,,7.75,7.08,,,4.4,6.75,5.5,8.6,8.0,1.0
312428,1039775,,,6.75,6.5,,,3.0,5.0,5.5,8.8,7.25,1.0
312429,1039776,,,6.5,6.25,,,8.0,7.08,4.5,8.2,7.75,1.0
312430,1039777,,,4.0,4.83,,,4.0,7.0,6.0,5.8,4.5,1.0
312431,1039778,,,8.75,7.67,,,1.6,6.0,6.0,9.6,8.25,1.0
312432,1039779,,,4.5,4.25,,,3.8,6.0,3.5,7.0,4.75,1.0
312433,1039780,,,5.0,5.5,,,2.6,7.0,3.75,6.4,7.75,1.0
312434,1039781,,,8.0,7.0,,,3.4,6.25,5.5,7.6,7.5,1.0
312435,1039782,,,8.0,7.17,,,5.2,6.5,6.25,8.8,7.25,1.0
312436,1039783,,,8.5,7.58,,,3.4,5.5,6.25,8.4,8.0,1.0
312437,1039784,,,8.75,7.08,,,6.0,7.25,4.0,9.0,8.5,1.0
312438,1039785,,,9.25,7.33,,,5.2,7.25,3.75,9.2,9.0,1.0
312439,1039786,,,4.0,4.33,,,4.0,7.0,5.75,6.0,3.25,1.0
312440,1039787,,,7.75,7.08,,,4.0,7.0,4.75,9.4,8.75,1.0
312441,1039788,,,6.25,5.25,,,8.2,7.0,3.0,8.4,6.5,1.0
312442,1039789,,,7.75,6.92,,,5.4,6.0,5.25,8.8,7.75,1.0
312443,1039790,,,4.25,4.83,,,3.6,7.0,5.5,8.6,4.75,1.0
312444,1039791,,,8.75,7.58,,,3.6,5.5,5.5,9.4,8.5,1.0
312445,1039792,,,8.0,6.08,,,3.0,4.5,4.0,9.0,6.25,1.0
312446,1039793,,,7.0,6.17,,,3.8,6.25,4.0,8.6,7.5,1.0
312447,1039794,,,5.75,4.5,,,3.0,6.5,3.0,7.6,4.75,1.0
312448,1039795,,,6.75,6.58,,,4.0,6.0,6.0,8.4,7.0,1.0
312449,1039796,,,6.0,5.67,,,3.4,6.75,3.25,9.0,7.75,1.0
312450,1039797,,,4.25,6.0,,,8.0,6.25,5.0,9.0,8.75,1.0
312451,1039798,,,8.5,7.75,,,4.6,7.75,6.25,9.4,8.5,1.0
312452,1039799,,,7.75,6.25,,,2.4,5.0,4.5,8.0,6.5,1.0
312453,1039800,,,8.25,7.75,,,4.4,8.0,7.0,9.4,8.0,1.0
312454,1039801,,,7.25,7.75,,,8.8,8.0,7.0,9.2,9.0,1.0
312455,1039802,,,8.0,7.67,,,2.4,6.5,6.75,9.2,8.25,1.0
312456,1039803,,,6.75,5.83,,,4.6,6.0,5.25,8.0,5.5,1.0
312457,1039804,,,5.25,4.58,,,4.0,7.5,5.0,7.8,3.5,1.0
312458,1039805,,,8.25,6.5,,,5.0,6.75,4.25,9.0,7.0,1.0
312459,1039806,,,7.75,7.33,,,4.0,7.5,6.5,8.0,7.75,1.0
312460,1039807,,,8.75,7.25,,,2.6,2.5,5.5,8.4,7.5,1.0
312461,1039808,,,8.0,7.0,,,2.0,5.75,5.25,8.6,7.75,1.0
312462,1039809,,,6.5,6.92,,,9.2,6.5,6.25,9.8,8.0,1.0
312463,1039810,,,7.25,6.5,,,3.6,7.0,6.0,8.4,6.25,1.0
312464,1039811,,,4.0,6.0,,,5.8,7.25,6.75,9.0,7.25,1.0
312465,1039812,,,6.0,5.75,,,3.4,6.5,5.75,8.2,5.5,1.0
312466,1039813,,,8.25,7.08,,,4.4,8.0,4.75,9.4,8.25,1.0
312467,1039814,,,6.5,6.0,,,4.4,7.75,5.25,7.4,6.25,1.0
312468,1039815,,,8.25,7.5,,,4.6,6.75,6.75,8.6,7.5,1.0
312469,1039816,,,5.75,3.75,,,4.4,6.75,3.75,7.0,1.75,1.0
312470,1039817,,,7.75,6.83,,,4.6,8.25,5.5,8.2,7.25,1.0
312471,1039818,,,9.5,8.5,,,6.0,8.25,7.25,9.6,8.75,1.0
312472,1039819,,,3.5,4.08,,,5.6,4.75,3.0,7.8,5.75,1.0
312473,1039820,,,2.25,3.42,,,3.8,7.0,3.75,6.8,4.25,1.0
312474,1039821,,,6.25,5.92,,,1.8,7.0,4.25,6.8,7.25,1.0
312475,1039822,,,8.0,7.08,,,2.8,7.75,7.25,8.2,6.0,1.0
312476,1039823,,,9.0,7.33,,,3.2,7.5,4.75,8.6,8.25,1.0
312477,1039824,,,4.25,5.58,,,2.0,7.25,5.25,8.6,7.25,1.0
312478,1039825,,,7.0,7.17,,,7.4,8.0,6.75,8.6,7.75,1.0
312479,1039826,,,6.25,6.25,,,2.6,7.5,6.0,8.0,6.5,1.0
312480,1039827,,,7.0,5.67,,,2.8,5.5,3.0,8.2,7.0,1.0
312481,1039828,,,6.25,5.42,,,2.2,6.0,5.25,8.0,4.75,1.0
312482,1039829,,,6.75,7.33,,,7.0,7.75,7.5,8.4,7.75,1.0
312483,1039830,,,8.5,7.5,,,5.0,8.5,9.0,8.8,5.0,1.0
312484,1039831,,,5.75,6.25,,,3.4,6.25,6.0,7.2,7.0,1.0
312485,1039832,,,6.5,5.92,,,2.8,5.25,5.5,7.8,5.75,1.0
312486,1039833,,,9.0,7.5,,,4.8,6.5,5.75,8.4,7.75,1.0
312487,1039834,,,4.25,5.33,,,8.0,8.0,4.75,8.8,7.0,1.0
312488,1039835,,,7.25,6.42,,,3.4,7.25,4.25,8.6,7.75,1.0
312489,1039836,,,8.0,6.58,,,4.0,6.5,4.0,9.4,7.75,1.0
312490,1039837,,,6.75,6.0,,,4.0,7.75,7.25,7.4,4.0,1.0
312491,1039838,,,8.75,7.83,,,5.2,8.0,6.5,9.8,8.25,1.0
312492,1039839,,,8.0,7.17,,,7.6,7.75,7.0,8.6,6.5,1.0
312493,1039840,,,8.5,8.08,,,4.6,7.0,8.5,9.0,7.25,1.0
312494,1039841,,,8.25,7.0,,,4.2,7.75,4.75,9.0,8.0,1.0
312495,1039842,,,4.5,6.17,,,7.2,7.75,5.75,7.6,8.25,1.0
312496,1039843,,,4.75,5.42,,,7.8,8.75,3.75,8.8,7.75,1.0
312497,1039844,,,9.25,8.42,,,8.6,8.25,6.75,9.2,9.25,1.0
312498,1039845,,,6.5,6.67,,,8.8,9.25,6.75,9.0,6.75,1.0
312499,1039846,,,5.75,5.58,,,3.8,6.0,5.75,6.8,5.25,1.0
312500,1039847,,,5.75,5.17,,,5.0,6.75,4.25,7.6,5.5,1.0
312501,1039848,,,7.5,6.25,,,5.6,6.75,4.5,7.8,6.75,1.0
312502,1039849,,,9.25,8.0,,,2.2,8.0,6.0,9.0,8.75,1.0
