No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
273886,1001032,6.5,,,,,5.75,,6.0,,5.0,,1.0
273887,1001033,,,8.25,6.92,,,,,8.5,8.4,4.0,1.0
273888,1001034,,,,,,5.25,,4.0,,3.0,,1.0
273889,1001035,,,,,,,6.4,,,9.2,8.5,1.0
273890,1001036,7.25,,,,,4.75,,6.0,,6.0,,1.0
273891,1001037,,,,,,5.0,,4.75,,3.4,,1.0
273892,1001038,,,,,,4.0,,5.0,,2.4,,1.0
273893,1001039,4.5,,,,,5.25,,6.25,,2.0,,1.0
273894,1001040,3.25,,,,,4.75,,4.25,,4.4,,1.0
273895,1001041,,,,,,,7.6,8.0,,8.4,,1.0
273896,1001042,,,9.0,,,,,,,8.6,9.0,1.0
273897,1001043,,,8.25,,,,,,6.75,8.6,,1.0
273898,1001044,,,7.25,,,,,,,9.0,7.5,1.0
273899,1001045,7.75,,,,,3.75,,4.75,,2.8,,1.0
273900,1001046,,,,,,9.25,,6.75,,5.2,,1.0
273901,1001047,5.5,,,,,4.5,,6.0,,4.0,,1.0
273902,1001048,7.5,,,,,7.5,,7.25,,7.4,,1.0
273903,1001049,,,,,,5.75,,6.5,,3.6,,1.0
273904,1001050,9.5,9.0,,,8.75,7.75,7.6,9.0,,,,1.0
273905,1001051,,,,,,,6.8,6.5,,7.2,,1.0
273906,1001052,6.25,,,,,4.75,,5.75,,2.6,,1.0
273907,1001053,6.5,,,,,4.75,,7.5,,5.6,,1.0
273908,1001054,6.5,,,,,3.75,,5.75,,1.6,,1.0
273909,1001055,,,,,,5.0,,3.5,,2.8,,1.0
273910,1001056,,,,,,4.25,,3.25,,4.4,,1.0
273911,1001057,6.5,,,,,4.75,,4.0,,2.8,,1.0
273912,1001058,,,,,,4.0,,6.0,,4.4,,1.0
273913,1001059,4.75,,,,,4.25,,4.0,,2.8,,1.0
273914,1001060,,,,,,,3.6,,,3.2,4.0,1.0
273915,1001061,,,,,,3.5,,5.25,,3.8,,1.0
273916,1001062,,,,,,4.5,,4.5,,1.8,,1.0
273917,1001063,,,,,,,5.2,8.25,,7.6,,1.0
273918,1001064,7.75,,,,,6.75,8.2,6.5,,,,1.0
273919,1001065,,,,,,,6.4,7.5,,7.6,,1.0
273920,1001066,,,,,,9.25,,7.5,,7.6,,1.0
273921,1001067,6.5,,,,,5.5,,3.75,,3.8,,1.0
273922,1001068,7.0,,,,,4.75,,5.0,,4.2,,1.0
273923,1001069,,,,,,,7.4,6.25,,7.4,,1.0
273924,1001070,,,,,,6.0,,4.25,,4.2,,1.0
273925,1001071,,,,,,3.0,,4.75,,3.2,,1.0
273926,1001072,,,,,,9.75,,8.5,,7.8,,1.0
273927,1001073,,,,,,5.25,,6.0,,6.4,,1.0
273928,1001074,,,,,,4.25,,5.0,,3.4,,1.0
273929,1001075,,,,,,6.25,,5.75,,2.8,,1.0
273930,1001076,,,,,,9.25,,6.5,,6.0,,1.0
273931,1001077,,,,,,5.0,,6.25,,3.0,,1.0
273932,1001078,,,,,,5.0,,5.5,,7.8,,1.0
273933,1001079,5.25,,,,,5.0,,4.25,,3.2,,1.0
273934,1001080,,,,,,8.25,,7.0,,7.8,,1.0
273935,1001081,,,,,,7.0,,7.0,,3.8,,1.0
273936,1001082,5.25,,,,,4.75,,6.0,,3.4,,1.0
273937,1001083,6.75,,,,,5.25,,5.75,,3.0,,1.0
273938,1001084,,,,,,5.0,,3.75,,5.2,,1.0
273939,1001085,5.0,,,,,4.75,,4.5,,1.8,,1.0
273940,1001086,,,,,,5.5,,5.5,,2.8,,1.0
273941,1001087,,,2.0,,,,,,,2.4,3.25,1.0
273942,1001088,6.5,,,,,4.75,,5.5,,2.0,,1.0
273943,1001089,4.0,,,,,3.5,,2.0,,2.0,,1.0
273944,1001090,6.25,,,,,6.25,,6.75,,4.6,,1.0
273945,1001091,,,,,,8.75,,7.25,,6.8,,1.0
273946,1001092,,,5.5,4.58,,,,3.25,4.5,6.6,3.75,1.0
273947,1001093,,,,,,4.5,,7.0,,5.4,,1.0
273948,1001094,6.75,,,,,6.5,,8.0,,4.2,,1.0
273949,1001095,,,,,,8.0,,7.5,,8.6,,1.0
273950,1001096,8.0,,,,,8.0,,5.5,,,,1.0
273951,1001097,7.75,,,,,4.25,,7.5,,2.0,,1.0
273952,1001098,7.75,,,,,5.25,,3.75,,3.2,,1.0
273953,1001099,3.0,,,,,5.0,,3.25,,1.2,,1.0
273954,1001100,,,,,,3.75,,5.25,,2.2,,1.0
273955,1001101,,,3.5,,,,,,,4.2,2.0,1.0
273956,1001102,,,6.5,,,,8.0,8.25,,7.8,4.25,1.0
273957,1001103,,,,,,8.5,,5.75,,4.4,,1.0
273958,1001104,,,,,,4.75,,5.5,,4.4,,1.0
273959,1001105,,,,,,7.25,,7.0,,7.2,,1.0
273960,1001106,5.75,,,,,3.5,,4.5,,4.2,,1.0
273961,1001107,,,,,,2.25,,4.75,,2.8,,1.0
273962,1001108,,,7.5,5.75,,,8.8,8.25,7.25,8.0,2.5,1.0
273963,1001109,,,,,,7.5,,6.75,,6.2,,1.0
273964,1001111,,,,,,3.25,,6.5,,3.6,,1.0
273965,1001112,,,,,,3.75,,4.25,,5.0,,1.0
273966,1001113,5.0,,,,,3.25,,5.75,,3.0,,1.0
273967,1001114,,,3.0,,,,,,,3.4,1.5,1.0
273968,1001115,,,,,,5.75,,3.75,,3.4,,1.0
273969,1001116,,,,,,6.5,,5.75,,5.2,,1.0
273970,1001117,,,,,,8.75,,8.25,,8.2,,1.0
273971,1001118,,,,,,6.75,,6.75,,5.8,,1.0
273972,1001119,,,,,,7.5,,6.0,,4.4,,1.0
273973,1001120,,,,,,5.25,,5.75,,4.8,,1.0
273974,1001121,,,,,,8.0,,5.5,,7.6,,1.0
273975,1001122,,,,,,5.5,,5.5,,6.8,,1.0
273976,1001123,,,,,,3.25,,5.75,,1.8,,1.0
273977,1001124,,,,,,6.0,,8.0,,7.6,,1.0
273978,1001125,,,,,,6.75,,5.0,,5.6,,1.0
273979,1001126,,,,,,9.25,,6.75,,8.2,,1.0
273980,1001127,6.0,,,,,3.5,,4.0,,2.6,,1.0
273981,1001128,,,,,,7.75,,6.5,,6.0,,1.0
273982,1001129,,,,,,6.25,,7.0,,5.0,,1.0
273983,1001130,,,,,,8.5,,8.0,,7.8,,1.0
273984,1001131,,,,,,5.75,,7.0,,6.8,,1.0
273985,1001132,,,5.25,5.42,,,,6.75,5.25,6.4,5.75,1.0
273986,1001133,,,,,,5.75,,6.0,,4.6,,1.0
273987,1001134,,,,,,7.5,,6.25,,4.2,,1.0
273988,1001135,,,,,,7.0,,6.0,,3.8,,1.0
273989,1001136,,,6.75,,,,,,,7.6,4.5,1.0
273990,1001137,,,,,,6.0,,7.25,,3.8,,1.0
273991,1001138,7.0,,,,,5.5,,6.5,,,,1.0
273992,1001139,,,,,,3.75,,7.0,,3.8,,1.0
273993,1001140,,,,,,8.75,,8.5,,8.8,,1.0
273994,1001141,6.0,,,,,4.25,,3.5,,3.8,,1.0
273995,1001142,,,,,,7.0,,6.5,,5.6,,1.0
273996,1001143,4.75,,,,,3.5,,5.0,,2.6,,1.0
273997,1001144,,,,,,7.0,,6.25,,7.0,,1.0
273998,1001145,6.75,,,,,5.5,,3.0,,3.4,,1.0
273999,1001147,,,,,,4.0,,5.5,,5.2,,1.0
274000,1001148,7.75,,,,,8.0,,8.0,,4.0,,1.0
274001,1001149,7.0,,,,,5.25,,5.5,,5.0,,1.0
274002,1001150,4.75,,,,,3.5,,4.0,,3.6,,1.0
274003,1001151,,,,,,7.0,,6.25,,3.0,,1.0
274004,1001152,,,,,,6.0,,6.25,,3.8,,1.0
274005,1001153,8.25,,,,,8.5,,7.75,,,,1.0
274006,1001154,,,,,,4.5,,2.5,,1.8,,1.0
274007,1001155,,,,,,9.5,,7.25,,7.6,,1.0
274008,1001156,,,4.75,,,,,,6.0,7.0,,1.0
274009,1001157,,,,,,7.0,,6.0,,4.0,,1.0
274010,1001158,,,,,,6.0,,5.25,,3.0,,1.0
274011,1001159,,,,,,3.5,,5.5,,2.4,,1.0
274012,1001160,,,,,,5.25,,6.75,,5.6,,1.0
274013,1001161,3.25,,,,,4.5,,4.0,,,,1.0
274014,1001162,,,,,,5.0,,7.0,,5.6,,1.0
274015,1001163,,,,,,4.0,,5.0,,3.6,,1.0
274016,1001164,,,,,,4.5,,7.0,,6.6,,1.0
274017,1001165,5.5,,,,,5.0,,6.25,,4.4,,1.0
274018,1001166,,,,,,,8.2,,,8.8,7.75,1.0
274019,1001167,7.0,,,,,4.0,,8.25,,5.4,,1.0
274020,1001168,,,6.0,6.5,,,6.6,7.0,6.0,8.2,7.5,1.0
274021,1001169,,,4.75,4.33,,,5.2,6.5,3.5,7.0,4.75,1.0
274022,1001170,,,2.5,3.75,,,3.0,6.0,3.5,5.6,5.25,1.0
274023,1001171,,,,,,,3.4,,,3.4,4.0,1.0
274024,1001172,,,,,,5.0,,4.5,,4.4,,1.0
274025,1001173,,,,,,3.5,,5.75,,3.8,,1.0
274026,1001174,6.25,,,,,5.0,,7.0,,6.6,,1.0
274027,1001175,,,,,,4.5,,3.5,,6.8,,1.0
274028,1001176,,,,,,5.0,,5.75,,2.8,,1.0
274029,1001177,,,,,,3.75,,3.75,,1.8,,1.0
274030,1001178,,,,,,,2.2,,,3.2,3.75,1.0
274031,1001179,,,,,,9.5,,9.0,,8.2,,1.0
274032,1001180,7.75,7.75,,,7.67,7.5,8.2,8.25,,9.0,,1.0
274033,1001181,7.0,7.5,,,6.83,6.0,8.2,8.5,,8.2,,1.0
274034,1001182,5.5,7.25,,,5.42,3.5,5.0,8.0,,8.2,,1.0
274035,1001183,,,,,,,9.6,8.5,,8.2,,1.0
274036,1001184,6.0,,,,,4.25,,4.0,,2.4,,1.0
274037,1001185,7.25,8.75,,,6.83,4.5,8.8,8.0,,8.4,,1.0
274038,1001186,6.75,8.25,,,6.5,4.5,6.2,7.25,,7.6,,1.0
274039,1001187,8.5,9.75,,,8.5,7.25,9.0,8.5,,9.6,,1.0
274040,1001188,7.0,8.5,,,6.83,5.0,5.6,6.25,,8.0,,1.0
274041,1001189,6.0,6.5,,,5.92,5.25,8.6,8.0,,8.8,,1.0
274042,1001190,7.75,8.0,,,7.17,5.75,5.6,7.0,,7.2,,1.0
274043,1001191,6.75,,,,,4.25,,5.0,,3.2,,1.0
274044,1001192,7.0,9.25,,,7.08,5.0,8.0,8.75,,9.2,,1.0
274045,1001193,7.5,8.5,,,8.0,8.0,8.6,8.75,,7.4,,1.0
274046,1001194,7.75,8.75,,,7.83,7.0,9.2,8.75,,7.0,,1.0
274047,1001195,6.75,8.5,,,6.75,5.0,7.4,7.5,,8.0,,1.0
274048,1001196,7.25,7.25,,,7.5,8.0,6.6,8.5,,2.8,,1.0
274049,1001197,,,6.0,,,,,,5.5,8.4,,1.0
274050,1001198,6.25,8.5,,,7.33,7.25,6.4,5.0,,7.2,,1.0
274051,1001199,5.0,,,,,3.25,,5.25,,3.8,,1.0
274052,1001200,,,,,,5.25,,5.0,,7.4,,1.0
274053,1001201,7.0,,,,,2.25,3.0,4.25,,4.2,,1.0
274054,1001202,6.5,,,,,5.0,,2.75,,2.6,,1.0
274055,1001203,6.75,,,,,6.25,,5.5,,3.0,,1.0
274056,1001204,7.25,,,,,6.5,,5.75,,7.2,,1.0
274057,1001205,6.5,,,,,6.25,,6.5,,4.6,,1.0
274058,1001206,,,,,,,8.4,7.0,,7.6,,1.0
274059,1001207,,,,,,8.5,,7.75,,6.6,,1.0
274060,1001208,,,,,,7.5,,5.75,,4.6,,1.0
274061,1001209,,,,,,3.5,,5.25,,3.0,,1.0
274062,1001210,6.0,,,,,4.5,,4.0,,3.6,,1.0
274063,1001211,6.25,,,,,5.75,,4.5,,3.6,,1.0
274064,1001212,,,,,,6.0,,5.5,,5.8,,1.0
274065,1001213,4.25,,,,,3.5,,3.0,,3.2,,1.0
274066,1001214,,,2.25,2.58,,,,2.0,3.5,2.4,2.0,1.0
274067,1001215,,,,,,,8.6,,,8.4,5.0,1.0
274068,1001216,5.5,,,,,3.0,,4.0,,6.4,,1.0
274069,1001217,7.25,,,,,5.25,,4.25,,4.6,,1.0
274070,1001218,6.5,,,,,3.25,,2.75,,3.2,,1.0
274071,1001219,6.0,,,,,5.5,,3.25,,5.6,,1.0
274072,1001220,,,,,,3.5,,6.75,,4.2,,1.0
274073,1001221,,,,,,9.0,,7.0,,6.4,,1.0
274074,1001222,7.0,,,,,6.75,,6.0,,,,1.0
274075,1001223,,,,,,3.5,,4.0,,3.6,,1.0
274076,1001224,,,,,,7.75,,5.75,,4.2,,1.0
274077,1001225,,,,,,4.25,,5.0,,7.2,,1.0
274078,1001226,,,,,,,8.4,4.0,,6.6,,1.0
274079,1001227,,,,,,3.5,,4.5,,5.0,,1.0
274080,1001228,,,,,,9.5,,6.5,,6.8,,1.0
274081,1001229,7.0,,,,,3.5,3.4,5.75,,4.0,,1.0
274082,1001230,,,9.0,,,,8.6,,8.5,8.4,,1.0
274083,1001231,,,,,,4.0,,6.25,,2.4,,1.0
274084,1001232,,,,,,3.75,,4.0,,4.4,,1.0
274085,1001233,,,,,,7.75,,7.0,,7.0,,1.0
274086,1001234,,,,,,4.25,,7.75,,6.6,,1.0
274087,1001235,,,,,,5.5,,5.25,,3.4,,1.0
274088,1001236,,,,,,5.0,,6.25,,2.8,,1.0
274089,1001237,,,8.0,6.92,,,,,8.5,8.0,4.25,1.0
274090,1001238,,,8.0,,,,,,,7.6,7.5,1.0
274091,1001239,,,,,,7.0,,5.25,,7.4,,1.0
274092,1001240,,,,,,5.75,,6.75,,4.4,,1.0
274093,1001241,,,,,,6.0,,7.25,,5.2,,1.0
274094,1001242,,,,,,6.0,,6.0,,3.0,,1.0
274095,1001243,6.5,,,,,5.75,4.6,7.5,,5.0,,1.0
274096,1001244,5.25,,,,,3.75,,3.5,,2.2,,1.0
274097,1001245,,,,,,5.75,,4.0,,2.4,,1.0
274098,1001247,7.75,,,,,6.5,,7.0,,6.0,,1.0
274099,1001248,3.0,,,,,2.5,,6.0,,3.2,,1.0
274100,1001249,,,,,,5.75,,5.5,,7.0,,1.0
274101,1001250,,,,,,3.25,,5.0,,2.6,,1.0
274102,1001251,3.75,,,,,3.75,,3.5,,1.2,,1.0
274103,1001252,6.25,,,,,6.75,,7.0,,3.2,,1.0
274104,1001253,,,,,,4.5,,6.5,,3.6,,1.0
274105,1001254,,,,,,6.5,,7.25,,6.4,,1.0
274106,1001255,3.0,,,,,4.0,,6.5,,3.6,,1.0
274107,1001256,6.75,,,,,3.75,,5.75,,3.8,,1.0
274108,1001257,,,7.25,,,,,,,8.4,7.25,1.0
274109,1001258,,,8.5,6.33,,,8.0,7.75,4.75,8.2,5.75,1.0
274110,1001259,,,8.5,6.25,,,3.6,6.25,3.75,7.6,6.5,1.0
274111,1001260,,,5.75,6.0,,,8.8,8.25,5.75,8.8,6.5,1.0
274112,1001261,,,4.75,6.08,,,9.2,7.25,5.0,9.2,8.5,1.0
274113,1001262,,,8.25,6.17,,,8.6,7.75,5.25,8.6,5.0,1.0
274114,1001263,,,6.5,5.75,,,5.8,7.0,5.5,9.0,5.25,1.0
274115,1001264,,,2.75,4.5,,,6.6,6.5,3.25,8.6,7.5,1.0
274116,1001265,,,7.25,5.33,,,4.6,6.5,3.25,8.0,5.5,1.0
274117,1001266,,,3.0,4.75,,,9.2,5.5,5.0,8.2,6.25,1.0
274118,1001267,,,9.5,8.17,,,5.6,7.5,8.75,9.4,6.25,1.0
274119,1001268,,,5.75,6.42,,,8.0,6.75,6.0,9.6,7.5,1.0
274120,1001269,,,7.75,6.83,,,5.8,6.0,4.5,9.0,8.25,1.0
274121,1001270,,,8.25,6.58,,,4.8,5.25,4.5,9.2,7.0,1.0
274122,1001271,,,5.0,5.25,,,8.0,4.25,4.0,7.2,6.75,1.0
274123,1001272,,,8.25,6.33,,,6.6,4.75,5.5,8.0,5.25,1.0
274124,1001273,,,8.75,6.83,,,6.2,7.5,3.5,8.8,8.25,1.0
274125,1001274,,,8.5,7.83,,,4.0,8.0,8.25,9.0,6.75,1.0
274126,1001275,,,6.75,5.08,,,6.8,6.5,4.75,8.2,3.75,1.0
274127,1001276,,,8.75,8.0,,,5.6,8.0,6.25,9.2,9.0,1.0
274128,1001277,,,4.75,6.0,,,8.8,6.25,4.25,8.6,9.0,1.0
274129,1001278,,,6.75,7.0,,,8.2,6.75,5.75,9.2,8.5,1.0
274130,1001279,,,8.75,5.25,,,9.0,5.5,3.75,8.8,3.25,1.0
274131,1001280,,,6.5,7.42,,,9.4,7.25,7.25,8.8,8.5,1.0
274132,1001281,,,8.75,7.25,,,6.2,6.0,4.25,8.4,8.75,1.0
274133,1001282,,,3.5,4.17,,,8.0,4.25,4.5,6.6,4.5,1.0
274134,1001283,,,3.0,4.58,,,5.6,7.5,4.0,7.4,6.75,1.0
274135,1001284,,,5.75,6.5,,,8.6,7.75,5.5,8.8,8.25,1.0
274136,1001285,,,7.5,6.58,,,5.8,6.5,4.75,8.4,7.5,1.0
274137,1001286,,,9.0,7.25,,,6.8,7.25,4.5,9.2,8.25,1.0
274138,1001287,,,3.5,4.0,,,7.0,5.25,3.75,6.0,4.75,1.0
274139,1001288,,,4.5,4.25,,,8.8,5.0,3.0,7.2,5.25,1.0
274140,1001289,,,6.0,6.25,,,7.2,6.75,4.75,8.8,8.0,1.0
274141,1001290,,,7.5,6.17,,,8.0,7.75,4.0,9.6,7.0,1.0
274142,1001291,,,3.75,5.58,,,6.2,6.5,4.75,7.6,8.25,1.0
274143,1001292,,,7.5,5.67,,,8.8,5.25,5.75,8.8,3.75,1.0
274144,1001293,,,6.0,7.0,,,9.2,7.75,5.75,9.0,9.25,1.0
274145,1001294,,,3.75,5.08,,,6.8,6.25,4.5,8.8,7.0,1.0
274146,1001295,,,8.25,7.75,,,6.0,6.75,6.75,9.2,8.25,1.0
274147,1001296,,,8.25,6.92,,,3.4,4.75,5.0,9.0,7.5,1.0
274148,1001297,,,6.25,7.08,,,9.0,5.75,6.25,9.8,8.75,1.0
274149,1001298,9.25,7.75,,,7.67,6.0,5.6,8.25,,8.0,,1.0
274150,1001299,,,4.5,6.33,,,7.4,6.75,5.75,8.6,8.75,1.0
274151,1001300,4.75,7.0,,,6.0,6.25,5.4,7.25,,7.6,,1.0
274152,1001301,,,6.0,6.17,,,5.8,6.0,4.75,8.6,7.75,1.0
274153,1001302,,,5.25,5.0,,,7.8,5.0,4.5,8.2,5.25,1.0
274154,1001303,6.5,9.0,,,6.67,4.5,8.6,5.5,,7.0,,1.0
274155,1001304,,,4.75,6.0,,,7.2,6.5,4.5,9.2,8.75,1.0
274156,1001305,,,7.75,7.0,,,5.4,6.75,5.0,9.0,8.25,1.0
274157,1001306,5.0,7.75,,,5.42,3.5,8.6,5.5,,4.4,,1.0
274158,1001307,,,8.0,6.0,,,5.6,6.0,2.5,9.0,7.5,1.0
274159,1001308,,,7.75,6.5,,,5.0,6.25,4.75,8.6,7.0,1.0
274160,1001309,,,4.0,5.08,,,7.8,8.25,4.5,7.4,6.75,1.0
274161,1001310,8.0,9.75,,,8.17,6.75,9.0,7.25,,8.4,,1.0
274162,1001311,,,6.5,5.58,,,3.6,6.25,3.5,8.6,6.75,1.0
274163,1001312,6.5,8.25,,,6.17,3.75,5.0,6.75,,6.0,,1.0
274164,1001313,,,4.25,6.0,,,9.0,6.5,5.0,9.0,8.75,1.0
274165,1001314,6.5,8.25,,,7.75,8.5,7.8,8.5,,8.2,,1.0
274166,1001315,7.0,8.5,,,6.5,4.0,2.6,7.25,,7.8,,1.0
274167,1001316,7.0,9.0,,,7.75,7.25,6.8,9.0,,9.0,,1.0
274168,1001317,,,8.0,7.25,,,4.2,7.5,6.25,9.2,7.5,1.0
274169,1001318,7.75,8.5,,,7.17,5.25,2.2,7.25,,4.2,,1.0
274170,1001319,3.75,6.75,,,5.08,4.75,8.2,7.0,,7.0,,1.0
274171,1001320,7.5,7.25,,,6.83,5.75,8.6,7.5,,7.0,,1.0
274172,1001321,6.0,7.75,,,6.42,5.5,3.2,7.0,,7.2,,1.0
274173,1001322,6.5,7.75,,,6.75,6.0,8.8,6.5,,8.2,,1.0
274174,1001323,6.0,7.75,,,6.5,5.75,4.0,7.5,,6.6,,1.0
274175,1001324,7.25,9.0,,,7.67,6.75,9.4,8.25,,8.6,,1.0
274176,1001325,,,7.75,6.67,,,6.6,6.75,5.25,9.0,7.0,1.0
274177,1001326,,,9.25,9.17,,,8.0,7.0,9.75,9.6,8.5,1.0
274178,1001327,6.0,6.25,,,5.58,4.5,7.8,7.75,,7.8,,1.0
274179,1001328,,,2.25,3.75,,,7.4,6.5,2.5,8.6,6.5,1.0
274180,1001329,7.75,9.25,,,8.92,9.75,5.4,7.75,,9.0,,1.0
274181,1001330,,,8.75,6.58,,,5.6,5.75,4.25,8.8,6.75,1.0
274182,1001331,,,9.5,8.25,,,6.2,7.75,6.5,8.0,8.75,1.0
274183,1001332,,,3.5,4.0,,,2.8,6.25,4.0,6.0,4.5,1.0
274184,1001333,6.75,8.75,,,6.92,5.25,5.4,7.5,,5.8,,1.0
274185,1001334,,,4.25,6.25,,,6.2,5.5,6.0,9.0,8.5,1.0
274186,1001335,,,8.75,7.25,,,4.8,6.5,5.25,9.4,7.75,1.0
274187,1001336,,,4.5,5.42,,,7.4,7.0,3.75,8.8,8.0,1.0
274188,1001337,,,8.0,6.33,,,4.2,7.25,3.25,9.0,7.75,1.0
274189,1001338,6.5,7.75,,,6.08,4.0,5.6,7.25,,6.4,,1.0
274190,1001339,,,5.25,5.17,,,6.0,5.75,4.0,7.8,6.25,1.0
274191,1001340,,,5.0,6.58,,,6.0,7.0,6.75,9.0,8.0,1.0
274192,1001341,8.0,9.25,,,7.5,5.25,9.2,7.5,,9.2,,1.0
274193,1001342,8.0,9.0,,,7.83,6.5,8.2,7.25,,7.2,,1.0
274194,1001343,7.5,8.0,,,6.33,3.5,5.8,7.25,,3.8,,1.0
274195,1001344,6.5,7.0,,,6.0,4.5,5.2,8.25,,7.2,,1.0
274196,1001345,7.75,9.25,,,7.67,6.0,8.4,8.0,,9.2,,1.0
274197,1001346,7.25,6.25,,,6.42,5.75,5.8,7.25,,4.8,,1.0
274198,1001347,,,5.25,4.0,,,3.6,7.5,3.0,7.2,3.75,1.0
274199,1001348,6.0,8.25,,,6.25,4.5,8.0,7.75,,9.0,,1.0
274200,1001349,6.0,8.5,,,6.58,5.25,7.2,7.75,,7.6,,1.0
274201,1001350,5.0,6.75,,,5.08,3.5,3.4,7.5,,2.4,,1.0
274202,1001351,8.0,9.0,,,8.33,8.0,8.4,7.5,,8.2,,1.0
274203,1001352,,,6.25,5.08,,,5.0,7.0,4.0,8.6,5.0,1.0
274204,1001353,,,7.25,6.42,,,4.6,7.0,6.0,8.0,6.0,1.0
274205,1001354,8.0,8.75,,,7.42,5.5,7.0,8.0,,8.4,,1.0
274206,1001355,6.5,6.25,,,5.25,3.0,6.2,6.0,,4.6,,1.0
274207,1001356,6.75,8.0,,,6.83,5.75,6.6,8.0,,5.6,,1.0
274208,1001357,9.0,8.75,,,8.42,7.5,8.6,8.0,,8.2,,1.0
274209,1001358,,,8.5,6.75,,,7.8,7.25,4.25,9.6,7.5,1.0
274210,1001359,7.25,9.0,,,7.08,5.0,7.8,7.75,,8.2,,1.0
274211,1001360,,,9.0,7.92,,,5.0,7.25,6.25,9.2,8.5,1.0
274212,1001361,,,6.0,7.25,,,9.2,6.5,6.25,9.4,9.5,1.0
274213,1001362,7.5,8.0,,,6.5,4.0,6.6,8.75,,8.6,,1.0
274214,1001363,6.75,7.5,,,7.25,7.5,7.6,9.0,,7.6,,1.0
274215,1001364,6.75,8.75,,,6.67,4.5,7.6,8.5,,8.2,,1.0
274216,1001365,6.25,8.25,,,6.67,5.5,7.0,9.0,,7.6,,1.0
274217,1001366,,,6.0,5.75,,,4.6,6.75,6.75,8.0,4.5,1.0
274218,1001367,,,3.5,5.83,,,6.2,6.75,6.5,7.6,7.5,1.0
274219,1001368,7.0,8.75,,,7.08,5.5,6.4,8.0,,7.2,,1.0
274220,1001369,8.25,7.75,,,7.08,5.25,6.4,8.25,,7.0,,1.0
274221,1001370,8.0,8.75,,,7.83,6.75,,8.75,,8.2,,1.0
274222,1001371,7.75,9.0,,,7.83,6.75,6.8,6.75,,8.6,,1.0
274223,1001372,7.5,7.5,,,6.58,4.75,7.8,7.5,,8.0,,1.0
274224,1001373,6.75,8.5,,,6.08,3.0,6.8,7.75,,7.2,,1.0
274225,1001374,7.5,9.0,,,7.5,6.0,7.0,8.75,,8.2,,1.0
274226,1001375,8.0,9.0,,,7.92,6.75,8.6,8.25,,9.2,,1.0
274227,1001376,,,7.0,5.25,,,7.8,5.75,4.75,7.6,4.0,1.0
274228,1001377,,,5.5,5.92,,,8.6,7.0,5.0,9.4,7.25,1.0
274229,1001378,8.25,8.5,,,7.75,6.5,7.6,8.0,,8.6,,1.0
274230,1001379,8.0,8.75,,,7.67,6.25,6.0,7.75,,6.4,,1.0
274231,1001380,8.0,9.25,,,7.83,6.25,8.8,8.0,,8.4,,1.0
274232,1001381,8.0,8.25,,,7.83,7.25,,7.75,,8.8,,1.0
274233,1001382,7.5,9.25,,,8.0,7.25,8.6,7.75,,8.2,,1.0
274234,1001383,6.75,7.5,,,6.75,6.0,7.8,8.0,,8.0,,1.0
274235,1001384,6.75,9.25,,,6.75,4.25,5.0,7.75,,4.4,,1.0
274236,1001385,6.75,8.25,,,6.67,5.0,5.8,8.25,,9.2,,1.0
274237,1001386,6.25,7.0,,,6.33,5.75,4.2,7.25,,7.6,,1.0
274238,1001387,,,5.25,5.83,,,8.2,7.5,4.75,9.2,7.5,1.0
274239,1001388,7.5,9.25,,,6.75,3.5,4.6,7.5,,6.4,,1.0
274240,1001389,6.25,6.75,,,6.25,5.75,5.2,8.0,,7.2,,1.0
274241,1001390,7.75,7.5,,,7.17,6.25,5.6,7.25,,8.4,,1.0
274242,1001391,7.5,8.25,,,6.92,5.0,7.8,8.0,,8.4,,1.0
274243,1001392,8.25,9.25,,,8.67,8.5,8.4,7.5,,7.8,,1.0
274244,1001393,,,8.5,7.58,,,8.2,6.75,5.5,8.8,8.75,1.0
274245,1001394,7.5,8.75,,,6.58,3.5,1.4,7.0,,5.8,,1.0
274246,1001395,,,3.5,4.83,,,9.2,7.25,2.75,9.0,8.25,1.0
274247,1001396,,,4.75,4.5,,,5.8,4.75,3.0,7.8,5.75,1.0
274248,1001397,,,7.0,5.33,,,6.6,6.0,4.25,8.4,4.75,1.0
274249,1001398,,,6.75,6.58,,,8.8,7.5,6.25,7.4,6.75,1.0
274250,1001399,5.75,8.5,,,6.25,4.5,6.0,7.5,,8.0,,1.0
274251,1001400,5.75,6.5,,,5.33,3.75,8.6,6.0,,8.0,,1.0
274252,1001401,6.75,7.5,,,6.08,4.0,4.4,6.5,,6.4,,1.0
274253,1001402,,,7.5,5.92,,,7.8,7.5,4.5,8.2,5.75,1.0
274254,1001403,8.0,8.75,,,7.83,6.75,6.0,7.5,,7.6,,1.0
274255,1001404,7.0,8.5,,,7.33,6.5,7.8,7.75,,8.0,,1.0
274256,1001405,,,4.0,5.25,,,7.2,7.0,4.25,8.6,7.5,1.0
274257,1001406,6.75,8.5,,,6.67,4.75,7.2,7.25,,8.0,,1.0
274258,1001407,6.25,8.25,,,6.67,5.5,7.2,7.25,,6.2,,1.0
274259,1001408,,,5.25,4.92,,,6.8,7.0,3.25,8.2,6.25,1.0
274260,1001409,6.75,9.5,,,8.5,9.25,3.6,7.17,,8.2,,1.0
