,No,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,city
539541,539541,539542,,,6.25,6.25,,,5.6,6.25,7.0,7.8,5.5,2.0
539542,539542,539543,,,6.25,6.17,,,8.2,6.5,5.5,6.4,6.75,2.0
539544,539544,539545,,,7.25,6.67,,,6.4,8.25,5.25,8.4,7.5,2.0
539545,539545,539546,,,4.5,4.33,,,4.4,7.0,3.5,6.8,5.0,2.0
539547,539547,539548,,,7.0,6.33,,,6.4,7.75,4.0,8.4,8.0,2.0
539550,539550,539551,,,7.75,7.08,,,5.8,5.75,5.75,8.4,7.75,2.0
539552,539552,539553,,,6.75,6.08,,,8.6,6.75,5.25,8.2,6.25,2.0
539553,539553,539554,,,6.75,6.17,,,7.2,6.75,5.5,8.6,6.25,2.0
539554,539554,539555,,,7.25,7.42,,,8.8,6.75,7.75,8.6,7.25,2.0
539556,539556,539557,,,8.25,7.33,,,7.2,4.5,7.75,8.2,6.0,2.0
539557,539557,539558,,,5.25,5.75,,,7.4,6.25,5.25,8.4,6.75,2.0
539558,539558,539559,,,8.5,6.67,,,7.0,6.25,5.5,7.4,6.0,2.0
539559,539559,539560,,,4.0,5.92,,,6.4,6.0,5.75,8.8,8.0,2.0
539560,539560,539561,,,6.0,5.58,,,4.8,6.5,5.0,7.4,5.75,2.0
539561,539561,539562,,,3.25,5.75,,,5.4,8.0,6.25,7.2,7.75,2.0
539564,539564,539565,,,8.5,6.58,,,6.4,7.0,5.0,7.6,6.25,2.0
539565,539565,539566,,,7.25,6.0,,,6.6,7.0,5.25,7.6,5.5,2.0
539566,539566,539567,,,8.25,7.67,,,7.0,5.25,7.5,7.8,7.25,2.0
539567,539567,539568,,,8.5,7.92,,,,7.5,7.5,8.2,7.75,2.0
539571,539571,539572,,,7.25,5.92,,,,6.5,3.0,7.8,7.5,2.0
539573,539573,539574,,,7.25,7.17,,,7.4,6.0,6.75,7.6,7.5,2.0
539577,539577,539578,,,7.25,6.75,,,5.2,6.75,4.75,8.2,8.25,2.0
539578,539578,539579,,,7.0,6.67,,,7.4,6.75,5.75,6.8,7.25,2.0
539579,539579,539580,,,4.75,5.0,,,8.2,7.0,3.0,8.2,7.25,2.0
539580,539580,539581,,,7.0,5.83,,,6.8,7.25,3.25,7.4,7.25,2.0
539581,539581,539582,,,6.75,5.75,,,5.4,6.5,5.75,8.2,4.75,2.0
539582,539582,539583,,,4.5,5.25,,,8.0,6.25,4.75,7.6,6.5,2.0
539583,539583,539584,,,6.0,5.67,,,4.2,6.75,4.5,8.2,6.5,2.0
539584,539584,539585,,,6.25,6.33,,,6.0,6.75,5.25,8.6,7.5,2.0
539587,539587,539588,,,6.0,5.67,,,7.4,7.75,2.75,8.0,8.25,2.0
539589,539589,539590,,,6.5,6.75,,,8.8,7.25,5.75,8.6,8.0,2.0
539591,539591,539592,,,6.0,6.75,,,7.0,6.5,6.25,9.2,8.0,2.0
539592,539592,539593,,,7.5,6.33,,,8.6,7.25,4.75,8.8,6.75,2.0
539593,539593,539594,,,6.25,6.33,,,6.6,7.25,4.75,8.6,8.0,2.0
539595,539595,539596,,,7.5,6.5,,,6.0,6.75,3.75,8.2,8.25,2.0
539597,539597,539598,,,6.5,6.0,,,7.4,4.25,6.5,6.6,5.0,2.0
539599,539599,539600,,,6.75,6.25,,,4.6,7.25,6.0,6.6,6.0,2.0
539601,539601,539602,,,6.0,6.42,,,7.8,7.75,5.75,8.2,7.5,2.0
539602,539602,539603,,,6.5,5.58,,,8.2,8.25,5.0,7.8,5.25,2.0
539603,539603,539604,,,7.5,7.08,,,6.2,7.0,6.0,7.0,7.75,2.0
539604,539604,539605,,,6.5,7.17,,,7.2,5.5,7.25,7.0,7.75,2.0
539605,539605,539606,,,6.0,5.67,,,9.6,6.5,3.75,8.4,7.25,2.0
539606,539606,539607,,,7.5,6.25,,,5.8,8.0,5.75,7.6,5.5,2.0
539608,539608,539609,,,5.0,5.08,,,7.4,6.25,3.75,6.2,6.5,2.0
539609,539609,539610,,,8.0,7.17,,,7.8,7.75,5.5,8.4,8.0,2.0
539610,539610,539611,,,6.75,7.33,,,6.4,8.5,7.75,9.0,7.5,2.0
539611,539611,539612,,,8.25,6.92,,,7.2,8.0,6.75,8.6,5.75,2.0
539612,539612,539613,,,7.75,6.83,,,6.4,8.0,5.5,7.6,7.25,2.0
539614,539614,539615,,,6.75,6.33,,,5.8,7.5,5.5,7.2,6.75,2.0
539618,539618,539619,,,5.5,6.5,,,8.4,5.5,7.25,8.6,6.75,2.0
539619,539619,539620,,,6.0,5.75,,,7.2,6.5,4.25,8.4,7.0,2.0
539620,539620,539621,,,5.75,5.33,,,7.2,7.0,5.5,7.6,4.75,2.0
539621,539621,539622,,,5.75,6.58,,,9.2,5.5,6.5,7.6,7.5,2.0
539623,539623,539624,,,5.0,5.08,,,6.0,7.0,6.25,6.2,4.0,2.0
539625,539625,539626,,,5.25,5.92,,,5.8,6.5,5.25,8.0,7.25,2.0
539626,539626,539627,,,8.5,7.92,,,6.8,6.25,6.25,9.0,9.0,2.0
539627,539627,539628,,,6.75,5.75,,,7.2,6.5,5.5,7.6,5.0,2.0
539629,539629,539630,,,3.25,3.92,,,7.0,5.0,2.5,6.8,6.0,2.0
539630,539630,539631,,,7.0,6.67,,,9.2,5.25,5.5,9.2,7.5,2.0
539631,539631,539632,,,5.75,5.33,,,5.0,6.0,5.5,7.0,4.75,2.0
539632,539632,539633,,,8.0,6.75,,,6.0,7.0,4.25,8.0,8.0,2.0
539633,539633,539634,,,5.75,6.5,,,5.4,7.0,6.25,8.8,7.5,2.0
539634,539634,539635,,,5.25,5.83,,,8.4,6.5,4.75,8.8,7.5,2.0
539636,539636,539637,,,6.75,7.0,,,9.0,6.5,6.5,9.4,7.75,2.0
539638,539638,539639,,,6.5,5.5,,,7.0,6.75,4.25,7.8,5.75,2.0
539639,539639,539640,,,6.25,6.92,,,7.0,6.25,6.75,8.4,7.75,2.0
539641,539641,539642,,,7.75,6.83,,,6.8,6.0,6.0,8.0,6.75,2.0
539642,539642,539643,,,7.5,6.17,,,7.2,5.5,7.25,8.2,3.75,2.0
539643,539643,539644,,,7.0,6.33,,,7.8,6.0,4.0,8.2,8.0,2.0
539644,539644,539645,,,3.25,5.67,,,4.4,4.0,6.0,6.6,7.75,2.0
539645,539645,539646,,,7.75,7.92,,,6.4,6.75,7.75,8.6,8.25,2.0
539646,539646,539647,,,8.25,6.17,,,6.2,6.5,5.25,7.8,5.0,2.0
539648,539648,539649,,,8.0,6.75,,,5.0,7.25,6.25,8.6,6.0,2.0
539653,539653,539654,,,8.0,7.08,,,6.6,7.5,6.0,8.6,7.25,2.0
539654,539654,539655,,,7.0,6.92,,,8.0,7.5,6.25,8.4,7.5,2.0
539656,539656,539657,,,8.0,6.5,,,8.6,4.25,7.0,8.8,4.5,2.0
539657,539657,539658,,,6.5,5.83,,,7.2,6.25,5.0,7.4,6.0,2.0
539659,539659,539660,,,7.75,5.5,,,7.4,8.25,4.25,7.8,4.5,2.0
539661,539661,539662,,,6.25,4.67,,,6.4,7.0,4.0,8.4,3.75,2.0
539662,539662,539663,,,6.0,6.83,,,6.6,5.75,6.25,8.8,8.25,2.0
539663,539663,539664,,,5.25,5.58,,,9.0,7.5,4.75,8.0,6.75,2.0
539665,539665,539666,,,4.75,6.0,,,7.0,6.25,6.0,7.2,7.25,2.0
539667,539667,539668,,,4.75,5.0,,,5.4,6.25,4.75,6.6,5.5,2.0
539668,539668,539669,,,8.5,7.92,,,8.2,7.5,7.0,9.6,8.25,2.0
539670,539670,539671,,,7.25,6.0,,,9.6,7.25,4.75,8.2,6.0,2.0
539671,539671,539672,,,5.0,5.42,,,6.4,6.75,4.5,6.6,6.75,2.0
539673,539673,539674,,,7.0,6.08,,,4.4,6.16,5.25,8.0,6.0,2.0
539674,539674,539675,,,5.5,5.75,,,6.8,7.0,4.5,7.4,7.25,2.0
539675,539675,539676,,,5.75,5.75,,,5.4,6.25,5.75,7.4,5.75,2.0
539676,539676,539677,,,7.25,7.17,,,5.6,7.75,5.25,8.2,9.0,2.0
539678,539678,539679,,,6.5,5.58,,,4.8,7.0,4.75,7.2,5.5,2.0
539680,539680,539681,,,8.0,6.92,,,6.2,7.0,5.5,7.8,7.25,2.0
539682,539682,539683,,,5.25,6.75,,,8.4,6.0,6.25,8.8,8.75,2.0
539683,539683,539684,,,6.5,6.08,,,5.0,6.0,6.5,7.0,5.25,2.0
539684,539684,539685,,,6.25,5.67,,,3.8,5.75,4.75,8.6,6.0,2.0
539685,539685,539686,,,5.5,5.75,,,4.8,7.5,5.0,8.0,6.75,2.0
539686,539686,539687,,,6.0,5.17,,,9.0,7.0,4.75,8.0,4.75,2.0
539687,539687,539688,,,5.0,5.25,,,7.6,7.5,4.5,8.2,6.25,2.0
539692,539692,539693,,,6.0,5.5,,,4.6,7.5,4.75,8.4,5.75,2.0
539693,539693,539694,,,8.0,6.92,,,5.0,7.0,4.75,8.6,8.0,2.0
539694,539694,539695,,,8.5,7.08,,,5.0,7.5,7.0,8.2,5.75,2.0
539695,539695,539696,,,7.25,5.5,,,7.8,7.25,4.75,7.4,4.5,2.0
539696,539696,539697,,,7.75,7.17,,,7.4,7.25,5.5,9.4,8.25,2.0
539697,539697,539698,,,5.0,5.42,,,6.6,5.5,4.75,8.4,6.5,2.0
539698,539698,539699,,,5.5,5.17,,,6.4,6.75,4.75,7.0,5.25,2.0
539699,539699,539700,,,6.75,6.33,,,6.6,6.5,5.25,8.8,7.0,2.0
539700,539700,539701,,,7.25,7.33,,,9.0,6.75,5.75,8.8,9.0,2.0
539701,539701,539702,,,7.75,6.75,,,5.4,6.5,5.5,8.2,7.0,2.0
539702,539702,539703,,,5.75,4.92,,,7.8,8.25,5.25,8.8,3.75,2.0
539703,539703,539704,,,8.0,7.42,,,4.8,7.0,7.25,8.0,7.0,2.0
539704,539704,539705,,,7.25,6.58,,,5.6,6.75,5.75,8.0,6.75,2.0
539706,539706,539707,,,7.25,6.33,,,7.8,7.0,4.0,8.8,7.75,2.0
539708,539708,539709,,,7.0,6.17,,,8.0,5.67,4.0,8.6,7.5,2.0
539710,539710,539711,,,8.25,7.75,,,8.6,6.75,7.0,8.8,8.0,2.0
539711,539711,539712,,,8.25,7.5,,,7.6,7.75,5.5,9.0,8.75,2.0
539713,539713,539714,,,6.0,6.42,,,8.8,7.0,6.5,8.6,6.75,2.0
539715,539715,539716,,,6.0,6.75,,,7.8,6.5,6.5,9.2,7.75,2.0
539716,539716,539717,,,7.0,7.08,,,9.2,7.0,6.5,8.6,7.75,2.0
539718,539718,539719,,,7.25,5.83,,,5.6,6.5,3.5,8.6,6.75,2.0
539720,539720,539721,,,5.5,5.67,,,8.8,7.5,4.5,7.8,7.0,2.0
539721,539721,539722,,,5.0,6.33,,,8.8,4.25,6.5,8.4,7.5,2.0
539722,539722,539723,,,6.25,6.42,,,7.2,6.25,4.75,8.4,8.25,2.0
539723,539723,539724,,,4.75,5.58,,,6.6,7.25,5.25,7.8,6.75,2.0
539724,539724,539725,,,7.25,6.83,,,5.2,6.5,5.0,8.2,8.25,2.0
539725,539725,539726,,,5.5,6.25,,,8.2,7.5,5.25,8.4,8.0,2.0
539726,539726,539727,,,4.75,5.75,,,6.8,5.75,5.75,8.2,6.75,2.0
539727,539727,539728,,,4.5,5.0,,,8.4,6.0,5.0,7.8,5.5,2.0
539728,539728,539729,,,7.5,6.5,,,6.6,6.0,4.75,9.2,7.25,2.0
539729,539729,539730,,,5.0,5.25,,,7.4,4.75,3.5,8.4,7.25,2.0
539730,539730,539731,,,5.25,5.92,,,7.6,6.25,5.75,7.6,6.75,2.0
539731,539731,539732,,,7.5,6.75,,,7.2,6.75,6.5,7.4,6.25,2.0
539732,539732,539733,,,7.75,7.0,,,7.0,7.5,6.25,8.2,7.0,2.0
539733,539733,539734,,,6.0,6.0,,,6.6,7.0,5.0,8.2,7.0,2.0
539735,539735,539736,,,4.75,5.58,,,6.2,7.0,5.0,5.2,7.0,2.0
539736,539736,539737,,,5.0,5.58,,,8.4,7.5,3.5,8.6,8.25,2.0
539738,539738,539739,,,5.5,4.67,,,7.8,7.0,5.0,7.8,3.5,2.0
539741,539741,539742,,,8.25,7.08,,,6.2,6.5,5.25,7.6,7.75,2.0
539742,539742,539743,,,7.25,6.67,,,6.6,6.75,7.0,7.8,5.75,2.0
539743,539743,539744,,,7.75,7.25,,,7.2,6.0,6.25,8.2,7.75,2.0
539744,539744,539745,,,8.5,7.25,,,6.6,6.75,5.0,7.6,8.25,2.0
539745,539745,539746,,,6.0,6.33,,,8.2,6.75,5.5,8.2,7.5,2.0
539746,539746,539747,,,6.75,5.75,,,7.0,5.5,6.0,7.8,4.5,2.0
539748,539748,539749,,,8.0,7.25,,,7.6,7.0,6.0,9.0,7.75,2.0
539750,539750,539751,,,6.75,5.92,,,5.6,6.0,4.25,8.2,6.75,2.0
539753,539753,539754,,,8.5,7.25,,,,6.75,5.5,9.2,7.75,2.0
539754,539754,539755,,,5.5,6.42,,,8.2,4.0,6.5,9.2,7.25,2.0
539755,539755,539756,,,8.0,7.58,,,6.0,6.5,7.25,8.2,7.5,2.0
539756,539756,539757,,,5.25,5.58,,,7.8,6.5,4.25,8.2,7.25,2.0
539757,539757,539758,,,5.75,5.75,,,3.0,5.5,5.5,6.6,6.0,2.0
539758,539758,539759,,,7.25,6.25,,,8.8,6.75,6.25,8.0,5.25,2.0
539759,539759,539760,,,5.5,6.08,,,8.8,7.5,5.25,8.6,7.5,2.0
539760,539760,539761,,,7.75,6.58,,,8.2,7.0,5.5,6.8,6.5,2.0
539762,539762,539763,,,6.0,6.17,,,7.2,7.25,5.75,7.8,6.75,2.0
539763,539763,539764,,,7.75,6.92,,,6.0,6.0,7.5,8.2,5.5,2.0
539764,539764,539765,,,5.25,5.33,,,6.6,7.0,4.25,8.6,6.5,2.0
539765,539765,539766,,,7.0,6.58,,,6.8,4.75,5.0,8.0,7.75,2.0
539767,539767,539768,,,7.5,6.58,,,8.4,8.0,4.25,8.8,8.0,2.0
539768,539768,539769,,,8.5,7.67,,,8.4,8.0,7.5,8.6,7.0,2.0
539770,539770,539771,,,5.0,5.17,,,6.2,7.75,5.0,6.6,5.5,2.0
539771,539771,539772,,,5.5,3.83,,,7.8,7.5,2.75,6.8,3.25,2.0
539773,539773,539774,,,6.0,6.25,,,8.0,6.0,5.0,8.4,7.75,2.0
539774,539774,539775,,,7.5,6.42,,,7.4,6.5,4.5,8.0,7.25,2.0
539775,539775,539776,,,5.25,4.67,,,4.4,7.25,5.0,7.4,3.75,2.0
539777,539777,539778,,,6.75,6.67,,,7.4,6.5,5.5,8.8,7.75,2.0
539779,539779,539780,,,6.75,6.42,,,6.6,5.5,7.5,7.2,5.0,2.0
539780,539780,539781,,,8.25,7.42,,,6.0,4.25,6.25,9.2,7.75,2.0
539781,539781,539782,,,6.0,7.0,,,6.2,7.25,7.25,8.6,7.75,2.0
539783,539783,539784,,,5.75,6.25,,,5.2,5.75,6.25,7.8,6.75,2.0
539784,539784,539785,,,7.5,6.0,,,5.0,6.25,4.5,8.0,6.0,2.0
539785,539785,539786,,,6.25,6.08,,,5.8,7.0,5.25,8.6,6.75,2.0
539786,539786,539787,,,6.25,5.33,,,4.6,7.75,2.75,8.0,7.0,2.0
539791,539791,539792,,,8.5,6.75,,,7.2,6.75,4.75,7.8,7.0,2.0
539794,539794,539795,,,5.0,6.08,,,8.4,7.25,5.5,7.4,7.75,2.0
539796,539796,539797,,,6.75,6.25,,,5.2,6.25,5.0,8.0,7.0,2.0
539797,539797,539798,,,4.75,5.42,,,4.8,6.75,5.75,7.2,5.75,2.0
539798,539798,539799,,,6.25,6.33,,,7.2,6.25,5.25,7.8,7.5,2.0
539799,539799,539800,,,7.25,7.08,,,8.0,6.5,8.0,8.0,6.0,2.0
539800,539800,539801,,,4.75,5.42,,,7.2,6.5,5.0,6.8,6.5,2.0
539803,539803,539804,,,7.75,6.08,,,6.0,6.5,5.25,9.0,5.25,2.0
539805,539805,539806,,,8.0,6.58,,,8.6,6.75,5.25,8.6,6.5,2.0
539806,539806,539807,,,8.5,6.75,,,5.8,4.25,7.25,7.4,4.5,2.0
539808,539808,539809,,,7.25,6.83,,,6.0,8.25,6.75,8.2,6.5,2.0
539809,539809,539810,,,5.75,5.58,,,8.2,8.0,4.5,8.0,6.5,2.0
539810,539810,539811,,,5.0,5.0,,,7.6,7.5,4.75,8.0,5.25,2.0
539812,539812,539813,,,6.25,6.25,,,8.6,6.5,5.0,8.2,7.5,2.0
539813,539813,539814,,,4.5,6.08,,,5.6,7.25,6.0,6.4,7.75,2.0
539814,539814,539815,,,3.75,4.58,,,8.0,7.5,4.25,8.8,5.75,2.0
539815,539815,539816,,,7.0,6.92,,,6.4,7.0,6.25,8.0,7.5,2.0
539816,539816,539817,,,8.75,7.92,,,7.8,6.75,6.25,9.6,8.75,2.0
539817,539817,539818,,,6.0,6.0,,,4.8,7.25,5.5,7.4,6.5,2.0
539820,539820,539821,,,6.75,7.42,,,8.8,7.75,6.75,8.6,8.75,2.0
539821,539821,539822,,,6.25,6.75,,,6.8,7.0,7.5,7.8,6.5,2.0
539822,539822,539823,,,8.5,6.92,,,7.6,8.0,6.25,8.0,6.0,2.0
539825,539825,539826,,,7.5,7.17,,,8.6,8.25,5.75,8.6,8.25,2.0
539826,539826,539827,,,6.0,5.25,,,4.8,6.5,4.25,7.6,5.5,2.0
539827,539827,539828,,,4.5,6.0,,,8.8,8.5,6.0,8.2,7.5,2.0
539828,539828,539829,,,7.75,5.92,,,5.4,7.25,5.0,7.2,5.0,2.0
539829,539829,539830,,,6.0,5.75,,,9.4,5.75,5.5,8.6,5.75,2.0
539830,539830,539831,,,6.5,6.0,,,4.8,6.5,4.75,8.2,6.75,2.0
539832,539832,539833,,,7.75,6.92,,,7.2,7.5,5.75,7.4,7.25,2.0
539833,539833,539834,,,3.75,5.25,,,8.2,8.25,5.5,8.0,6.5,2.0
539835,539835,539836,,,5.5,5.92,,,5.6,7.25,6.25,8.0,6.0,2.0
539837,539837,539838,,,5.0,4.83,,,5.6,6.5,5.5,6.6,4.0,2.0
539838,539838,539839,,,6.25,6.25,,,8.6,5.5,5.25,8.2,7.25,2.0
539839,539839,539840,,,8.0,7.58,,,5.8,6.5,7.25,7.4,7.5,2.0
539840,539840,539841,,,6.0,5.17,,,9.2,7.5,4.5,7.6,5.0,2.0
539841,539841,539842,,,7.5,6.17,,,5.0,5.5,4.5,7.8,6.5,2.0
539842,539842,539843,,,8.25,6.83,,,8.6,8.5,5.25,8.4,7.0,2.0
539843,539843,539844,,,7.0,6.67,,,5.4,6.0,5.5,8.6,7.5,2.0
539844,539844,539845,,,6.25,5.83,,,6.8,6.0,5.5,6.8,5.75,2.0
539845,539845,539846,,,3.75,5.08,,,8.4,6.75,4.0,9.0,7.5,2.0
539846,539846,539847,,,7.75,6.5,,,8.8,7.5,6.0,7.2,5.75,2.0
539847,539847,539848,,,6.75,6.25,,,5.0,5.0,7.0,7.4,5.0,2.0
539848,539848,539849,,,5.75,5.58,,,6.6,5.75,3.25,8.8,7.75,2.0
539849,539849,539850,,,4.75,6.33,,,8.4,6.5,5.75,8.8,8.5,2.0
539850,539850,539851,,,5.5,5.92,,,8.0,6.75,3.75,8.4,8.5,2.0
539851,539851,539852,,,6.75,5.83,,,6.0,6.5,6.0,7.0,4.75,2.0
539852,539852,539853,,,7.5,5.42,,,6.6,4.75,4.5,8.2,4.25,2.0
539853,539853,539854,,,5.25,6.25,,,8.2,5.25,6.5,7.0,7.0,2.0
539855,539855,539856,,,6.0,5.92,,,8.6,6.75,4.25,8.8,7.5,2.0
539858,539858,539859,,,7.5,6.83,,,6.0,6.75,8.0,8.2,5.0,2.0
539859,539859,539860,,,8.0,7.17,,,8.6,7.5,4.75,8.4,8.75,2.0
539860,539860,539861,,,7.5,6.58,,,5.8,6.25,5.5,8.6,6.75,2.0
539861,539861,539862,,,4.25,4.92,,,4.8,6.5,4.25,7.0,6.25,2.0
539863,539863,539864,,,7.75,7.0,,,4.8,6.25,5.25,8.6,8.0,2.0
539864,539864,539865,,,8.5,7.17,,,4.8,6.5,5.0,8.6,8.0,2.0
539865,539865,539866,,,5.0,6.08,,,6.4,6.5,6.25,8.6,7.0,2.0
539867,539867,539868,,,8.5,6.5,,,6.2,5.0,3.5,7.2,7.5,2.0
539868,539868,539869,,,7.25,7.0,,,6.0,7.0,6.0,8.6,7.75,2.0
539869,539869,539870,,,7.5,7.42,,,6.6,7.0,7.0,7.6,7.75,2.0
539870,539870,539871,,,6.75,5.33,,,8.2,7.25,3.0,7.6,6.25,2.0
539871,539871,539872,,,7.0,6.33,,,6.0,7.75,6.5,7.4,5.5,2.0
539873,539873,539874,,,5.75,4.67,,,5.6,3.75,2.5,6.6,5.75,2.0
539874,539874,539875,,,4.25,4.67,,,7.4,4.5,4.25,8.0,5.5,2.0
539875,539875,539876,,,8.25,7.42,,,5.6,5.5,5.75,9.2,8.25,2.0
539876,539876,539877,,,4.5,5.08,,,4.8,6.5,3.75,8.4,7.0,2.0
539877,539877,539878,,,6.25,6.5,,,9.0,8.0,6.0,9.4,7.25,2.0
539878,539878,539879,,,4.0,5.17,,,5.2,7.25,4.75,8.2,6.75,2.0
539879,539879,539880,,,5.75,6.17,,,6.8,7.5,4.75,8.4,8.0,2.0
539880,539880,539881,,,3.75,5.25,,,4.4,7.5,4.75,7.6,7.25,2.0
539881,539881,539882,,,7.0,5.75,,,6.6,5.25,3.75,8.0,6.5,2.0
539882,539882,539883,,,6.5,6.75,,,7.2,7.75,7.25,7.8,6.5,2.0
539883,539883,539884,,,7.5,6.42,,,7.6,7.25,4.5,8.8,7.25,2.0
539884,539884,539885,,,7.0,6.75,,,7.4,5.75,5.5,7.8,7.75,2.0
539886,539886,539887,,,7.25,6.5,,,7.0,7.0,5.25,8.6,7.0,2.0
539888,539888,539889,,,7.5,7.08,,,6.2,6.5,7.5,8.6,6.25,2.0
539890,539890,539891,,,4.75,4.83,,,5.6,7.0,5.25,7.4,4.5,2.0
539891,539891,539892,,,8.0,7.0,,,6.4,7.5,6.0,6.4,7.0,2.0
539894,539894,539895,,,8.0,5.92,,,8.2,6.0,4.0,7.8,5.75,2.0
539895,539895,539896,,,3.75,5.08,,,8.2,6.5,3.75,8.8,7.75,2.0
539897,539897,539898,,,4.0,4.75,,,6.2,5.75,4.75,7.2,5.5,2.0
539898,539898,539899,,,7.0,7.0,,,7.4,5.75,6.25,8.6,7.75,2.0
539899,539899,539900,,,7.25,7.17,,,7.0,6.5,6.5,8.8,7.75,2.0
539900,539900,539901,,,6.0,5.75,,,5.6,6.5,6.75,7.8,4.5,2.0
539901,539901,539902,,,8.25,6.58,,,6.2,6.25,5.75,8.2,5.75,2.0
539904,539904,539905,,,5.25,6.17,,,6.8,6.5,4.75,8.0,8.5,2.0
539905,539905,539906,,,6.25,6.67,,,6.0,5.75,6.5,8.2,7.25,2.0
539906,539906,539907,,,7.25,5.92,,,7.2,6.25,6.5,6.8,4.0,2.0
539907,539907,539908,,,7.75,6.75,,,6.4,8.0,5.0,7.8,7.5,2.0
539908,539908,539909,,,6.0,6.0,,,7.4,6.5,5.25,8.2,6.75,2.0
539910,539910,539911,,,2.75,3.75,,,6.4,6.0,4.0,6.8,4.5,2.0
539911,539911,539912,,,6.25,6.92,,,9.4,7.0,6.5,9.6,8.0,2.0
539912,539912,539913,,,6.25,5.25,,,7.0,6.5,4.75,7.4,4.75,2.0
539913,539913,539914,,,8.25,7.25,,,6.6,6.5,6.0,9.0,7.5,2.0
539917,539917,539918,,,5.75,6.0,,,7.2,6.25,6.25,7.6,6.0,2.0
539918,539918,539919,,,6.25,5.83,,,4.6,5.75,5.75,7.4,5.5,2.0
539920,539920,539921,,,7.0,6.08,,,8.0,7.0,4.25,8.4,7.0,2.0
539921,539921,539922,,,6.5,6.83,,,7.8,8.0,6.5,8.0,7.5,2.0
539922,539922,539923,,,7.5,6.92,,,7.6,6.5,6.0,7.8,7.25,2.0
539923,539923,539924,,,7.0,6.17,,,6.4,7.0,6.0,7.8,5.5,2.0
539924,539924,539925,,,6.5,6.0,,,7.8,8.0,7.5,8.6,4.0,2.0
539925,539925,539926,,,9.25,7.75,,,6.4,7.5,6.75,7.8,7.25,2.0
539926,539926,539927,,,4.75,5.75,,,5.2,4.25,6.0,7.0,6.5,2.0
539927,539927,539928,,,7.5,6.83,,,5.8,6.5,6.75,7.8,6.25,2.0
539928,539928,539929,,,7.5,6.67,,,5.4,5.75,6.75,9.2,5.75,2.0
539929,539929,539930,,,6.75,6.5,,,6.0,7.25,5.75,8.2,7.0,2.0
539930,539930,539931,,,8.25,6.33,,,6.4,5.75,4.25,8.8,6.5,2.0
539931,539931,539932,,,6.25,6.25,,,6.8,5.75,5.75,7.2,6.75,2.0
539932,539932,539933,,,7.25,6.75,,,6.0,6.25,5.75,7.4,7.25,2.0
539933,539933,539934,,,4.75,5.58,,,7.4,6.0,4.0,9.0,8.0,2.0
539934,539934,539935,,,8.25,7.17,,,7.4,6.25,5.5,8.4,7.75,2.0
539935,539935,539936,,,8.0,6.17,,,4.6,7.0,7.5,7.0,3.0,2.0
539936,539936,539937,,,4.25,6.25,,,6.6,5.75,6.75,7.8,7.75,2.0
539937,539937,539938,,,6.25,6.17,,,9.0,6.5,6.5,7.8,5.75,2.0
539945,539945,539946,,,7.5,6.0,,,7.8,7.0,5.25,7.8,5.25,2.0
539947,539947,539948,,,8.0,7.42,,,7.4,7.75,6.25,9.2,8.0,2.0
539952,539952,539953,,,8.25,7.75,,,7.0,6.75,7.25,9.0,7.75,2.0
539953,539953,539954,,,8.5,7.0,,,4.6,6.5,7.0,9.2,5.5,2.0
539954,539954,539955,,,6.0,5.67,,,8.0,7.0,5.75,8.0,5.25,2.0
539955,539955,539956,,,6.75,6.67,,,5.0,6.75,5.25,8.0,8.0,2.0
539956,539956,539957,,,6.75,6.17,,,7.6,6.75,6.25,8.2,5.5,2.0
539957,539957,539958,,,6.75,6.5,,,8.2,6.25,5.75,7.8,7.0,2.0
539960,539960,539961,,,7.5,7.17,,,5.8,7.5,6.25,8.8,7.75,2.0
539963,539963,539964,,,5.75,5.75,,,5.0,5.75,5.5,7.2,6.0,2.0
539965,539965,539966,,,6.75,6.5,,,8.0,7.75,7.0,8.8,5.75,2.0
539966,539966,539967,,,6.25,7.08,,,6.4,6.0,7.25,7.6,7.75,2.0
539967,539967,539968,,,7.0,6.58,,,6.0,6.5,6.25,8.8,6.5,2.0
539968,539968,539969,,,5.5,5.42,,,8.0,8.0,4.25,8.0,6.5,2.0
539972,539972,539973,,,4.0,5.0,,,7.8,6.75,4.25,7.8,6.75,2.0
539976,539976,539977,,,5.25,5.5,,,8.4,6.0,4.0,8.2,7.25,2.0
539977,539977,539978,,,8.25,7.17,,,7.6,6.25,5.0,8.4,8.25,2.0
539978,539978,539979,,,7.25,6.25,,,7.4,6.5,4.75,8.0,6.75,2.0
539979,539979,539980,,,4.5,4.58,,,8.2,5.5,3.5,6.2,5.75,2.0
539980,539980,539981,,,8.0,7.17,,,4.6,6.25,5.5,8.4,8.0,2.0
539981,539981,539982,,,8.5,7.17,,,6.0,3.5,5.5,8.2,7.5,2.0
539982,539982,539983,,,6.0,5.17,,,5.8,5.0,5.75,6.6,3.75,2.0
539983,539983,539984,,,8.5,7.75,,,5.4,5.5,6.75,8.6,8.0,2.0
539984,539984,539985,,,7.25,6.58,,,7.8,5.5,5.5,7.0,7.0,2.0
539985,539985,539986,,,7.0,7.08,,,7.0,6.75,6.0,8.8,8.25,2.0
