Code,Nguvan,Toan,Ngoaingu,Mon 1,Mon 2,Mon 3, TB ,Xep Loai
2013994,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.79 ,TB
2013995,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.88 ,TB
2013996,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.60 ,TB
2013997,"[1,6)","[1,6)","[1,6)","[1,6)",>=7,>=7, 5.68 ,TB
2013998,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.38 ,TB
2013999,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.60 ,TB
2014000,>=7,"[6,7)","[6,7)",>=7,>=7,>=7, 7.43 ,K
2014001,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 5.74 ,TB
2014002,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.13 ,TB
2014003,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.02 ,TB
2014004,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.13 ,TB
2014005,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.43 ,TB
2014006,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.07 ,TB
2014007,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.48 ,TB
2014008,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.85 ,TB
2014009,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.43 ,TB
2014010,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.31 ,K
2014011,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.10 ,TB
2014012,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.38 ,K
2014013,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.78 ,TB
2014014,>=7,>=7,>=7,>=7,>=7,>=7, 8.13 ,G
2014015,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.61 ,K
2014016,>=7,"[6,7)",>=7,"[6,7)","[6,7)",>=7, 7.19 ,K
2014017,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 7.03 ,TB
2014018,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.11 ,K
2014019,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.53 ,TB
2014020,"[6,7)","[6,7)","[1,6)","[6,7)",>=7,>=7, 6.62 ,TB
2014021,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.29 ,TB
2014022,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.53 ,TB
2014023,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.44 ,K
2014024,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.94 ,TB
2014025,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.64 ,TB
2014026,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.23 ,TB
2014027,"[1,6)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.38 ,TB
2014028,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.80 ,TB
2014029,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.45 ,TB
2014030,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.75 ,K
2014031,"[6,7)",>=7,>=7,"[6,7)",>=7,>=7, 7.44 ,K
2014032,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.52 ,TB
2014033,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.99 ,TB
2014034,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 7.24 ,TB
2014035,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.85 ,TB
2014036,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.91 ,TB
2014037,"[6,7)",>=7,>=7,>=7,>=7,>=7, 7.91 ,K
2014038,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.48 ,K
2014039,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.73 ,TB
2014040,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.71 ,TB
2014041,>=7,>=7,"[1,6)","[6,7)","[1,6)",>=7, 6.65 ,TB
2014042,>=7,>=7,>=7,>=7,>=7,>=7, 8.72 ,G
2014043,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.41 ,TB
2014044,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.18 ,TB
2014045,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.96 ,TB
2014046,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.29 ,TB
2014047,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.41 ,TB
2014048,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.44 ,TB
2014049,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.34 ,TB
2014050,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.28 ,TB
2014051,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.85 ,TB
2014052,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.56 ,TB
2014053,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 6.83 ,TB
2014054,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.38 ,TB
2014055,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.15 ,TB
2014056,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)","[6,7)", 5.71 ,TB
2014057,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.13 ,TB
2014058,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.60 ,TB
2014059,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.01 ,TB
2014060,>=7,>=7,"[6,7)","[6,7)","[6,7)",>=7, 7.39 ,K
2014061,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.85 ,TB
2014062,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.62 ,TB
2014063,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 6.91 ,TB
2014064,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,>=7, 5.73 ,TB
2014065,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.35 ,TB
2014066,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.17 ,TB
2014067,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.27 ,K
2014068,>=7,"[6,7)","[6,7)","[6,7)","[6,7)",>=7, 6.93 ,K
2014069,"[6,7)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.03 ,TB
2014070,"[6,7)",>=7,"[6,7)","[1,6)","[1,6)","[1,6)", 5.91 ,TB
2014071,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.81 ,TB
2014072,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.24 ,TB
2014073,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.34 ,TB
2014074,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.13 ,TB
2014075,>=7,"[6,7)","[6,7)","[1,6)",>=7,>=7, 6.97 ,TB
2014076,>=7,>=7,>=7,>=7,>=7,>=7, 8.36 ,G
2014077,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.98 ,TB
2014078,>=7,>=7,>=7,>=7,>=7,>=7, 8.84 ,G
2014079,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 7.32 ,TB
2014080,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.76 ,TB
2014081,"[6,7)","[1,6)","[1,6)","[1,6)","[1,6)",>=7, 5.82 ,TB
2014082,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.65 ,TB
2014083,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 7.05 ,TB
2014084,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.42 ,K
2014085,>=7,>=7,>=7,"[1,6)","[6,7)",>=7, 7.30 ,TB
2014086,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 5.93 ,TB
2014087,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.40 ,TB
2014088,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.62 ,TB
2014089,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.03 ,TB
2014090,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 6.95 ,TB
2014091,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.06 ,K
2014092,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.99 ,TB
2014093,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.89 ,TB
2014094,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.84 ,TB
2014095,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.24 ,TB
2014096,>=7,"[6,7)",>=7,"[1,6)","[6,7)",>=7, 6.83 ,TB
2014097,"[6,7)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 5.81 ,TB
2014098,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.55 ,K
2014099,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.76 ,TB
2014100,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.53 ,K
2014101,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.25 ,TB
2014102,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.38 ,TB
2014103,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.48 ,TB
2014104,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.32 ,TB
2014105,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.74 ,TB
2014106,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.46 ,TB
2014107,>=7,>=7,>=7,>=7,>=7,>=7, 7.93 ,K
2014108,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.33 ,TB
2014109,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.06 ,TB
2014110,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.51 ,TB
2014111,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.08 ,TB
2014112,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.10 ,K
2014113,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.18 ,TB
2014114,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.27 ,K
2014115,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.35 ,TB
2014116,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.72 ,K
2014117,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.67 ,TB
2014118,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.13 ,TB
2014119,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.48 ,TB
2014120,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.92 ,TB
2014121,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.08 ,TB
2014122,>=7,>=7,>=7,>=7,>=7,>=7, 8.03 ,G
2014123,>=7,>=7,"[6,7)","[6,7)","[1,6)",>=7, 7.36 ,TB
2014124,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.78 ,TB
2014125,>=7,>=7,>=7,>=7,>=7,>=7, 8.35 ,G
2014126,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.55 ,TB
2014127,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.79 ,K
2014128,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.52 ,TB
2014129,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.36 ,TB
2014130,>=7,>=7,>=7,>=7,>=7,>=7, 8.92 ,G
2014131,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.49 ,TB
2014132,"[6,7)","[6,7)","[6,7)","[1,6)",>=7,>=7, 6.88 ,TB
2014133,"[6,7)",>=7,"[1,6)","[1,6)","[1,6)",>=7, 6.02 ,TB
2014134,>=7,"[6,7)","[6,7)","[1,6)","[6,7)",>=7, 6.94 ,TB
2014135,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.65 ,K
2014136,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.48 ,TB
2014137,>=7,>=7,"[1,6)","[6,7)","[1,6)",>=7, 6.69 ,TB
2014138,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 6.99 ,TB
2014139,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.80 ,TB
2014140,"[1,6)",>=7,>=7,"[6,7)",>=7,>=7, 7.11 ,TB
2014141,>=7,>=7,"[1,6)",>=7,>=7,>=7, 8.13 ,TB
2014142,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.58 ,K
2014143,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.33 ,TB
2014144,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 6.83 ,TB
2014145,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.48 ,TB
2014146,"[6,7)","[6,7)","[1,6)","[1,6)",>=7,>=7, 5.70 ,TB
2014147,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.89 ,TB
2014148,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.62 ,TB
2014149,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.53 ,TB
2014150,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.06 ,TB
2014151,>=7,>=7,"[1,6)","[1,6)","[6,7)","[6,7)", 6.41 ,TB
2014152,>=7,"[6,7)","[1,6)","[1,6)","[6,7)","[1,6)", 6.03 ,TB
2014153,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 6.80 ,TB
2014154,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.80 ,TB
2014155,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.67 ,TB
2014156,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.65 ,TB
2014157,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.85 ,TB
2014158,>=7,>=7,>=7,>=7,>=7,>=7, 8.21 ,G
2014159,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.85 ,TB
2014160,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.78 ,TB
2014161,>=7,>=7,>=7,>=7,>=7,>=7, 8.05 ,G
2014162,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.12 ,TB
2014163,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 7.47 ,TB
2014164,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.05 ,TB
2014165,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.64 ,TB
2014166,>=7,>=7,"[1,6)",>=7,"[6,7)",>=7, 6.98 ,TB
2014167,"[1,6)","[1,6)","[1,6)","[1,6)","[6,7)",>=7, 6.04 ,TB
2014168,>=7,>=7,>=7,>=7,>=7,>=7, 8.20 ,G
2014169,"[1,6)","[6,7)","[1,6)",>=7,>=7,>=7, 7.00 ,TB
2014170,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.54 ,TB
2014171,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.65 ,K
2014172,"[6,7)","[1,6)","[1,6)","[6,7)",>=7,>=7, 6.23 ,TB
2014173,>=7,>=7,>=7,>=7,>=7,>=7, 8.22 ,G
2014174,>=7,>=7,"[6,7)","[1,6)","[6,7)","[6,7)", 6.49 ,TB
2014175,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.35 ,TB
2014176,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.80 ,K
2014177,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.69 ,TB
2014178,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.06 ,TB
2014179,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.46 ,TB
2014180,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.58 ,K
2014181,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.89 ,K
2014182,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.38 ,K
2014183,>=7,>=7,"[1,6)",>=7,"[6,7)",>=7, 6.88 ,TB
2014184,>=7,>=7,>=7,"[6,7)","[1,6)",>=7, 7.35 ,TB
2014185,>=7,>=7,>=7,>=7,>=7,>=7, 8.62 ,G
2014186,>=7,>=7,>=7,>=7,>=7,>=7, 8.43 ,G
2014187,>=7,>=7,>=7,"[1,6)","[6,7)",>=7, 7.29 ,TB
2014188,"[6,7)",>=7,>=7,>=7,>=7,>=7, 8.36 ,K
2014189,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.27 ,TB
2014190,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.68 ,K
2014191,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.30 ,K
2014192,>=7,"[1,6)","[1,6)","[1,6)","[6,7)",>=7, 6.25 ,TB
2014193,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.92 ,TB
2014194,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.63 ,TB
2014195,>=7,>=7,"[1,6)","[6,7)","[1,6)",>=7, 6.62 ,TB
2014196,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.69 ,TB
2014197,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.87 ,TB
2014198,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.46 ,TB
2014199,>=7,"[6,7)","[1,6)","[1,6)",>=7,>=7, 6.41 ,TB
2014200,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.45 ,TB
2014201,>=7,>=7,>=7,>=7,>=7,>=7, 8.52 ,G
2014202,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.81 ,K
2014203,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.30 ,K
2014204,>=7,>=7,"[6,7)","[1,6)","[1,6)",>=7, 6.92 ,TB
2014205,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.28 ,K
2014206,>=7,"[6,7)","[1,6)","[6,7)","[1,6)",>=7, 6.45 ,TB
2014207,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.57 ,TB
2014208,>=7,>=7,>=7,>=7,>=7,>=7, 8.25 ,G
2014209,"[6,7)","[1,6)","[1,6)","[1,6)",>=7,>=7, 5.88 ,TB
2014210,"[1,6)","[6,7)","[1,6)",>=7,>=7,>=7, 7.19 ,TB
2014211,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.51 ,K
2014212,>=7,"[6,7)",>=7,"[6,7)",>=7,"[6,7)", 7.02 ,K
2014213,>=7,>=7,>=7,>=7,>=7,>=7, 8.30 ,G
2014214,>=7,"[6,7)","[6,7)",>=7,>=7,>=7, 7.19 ,K
2014215,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 7.23 ,TB
2014216,>=7,>=7,"[6,7)",>=7,"[6,7)",>=7, 7.22 ,K
2014217,>=7,"[1,6)","[1,6)","[1,6)","[1,6)",>=7, 6.06 ,TB
2014218,"[6,7)","[6,7)",>=7,>=7,>=7,>=7, 7.53 ,K
2014219,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.49 ,TB
2014220,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.73 ,TB
2014221,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.93 ,TB
2014222,>=7,>=7,>=7,"[6,7)","[6,7)",>=7, 7.41 ,K
2014223,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.97 ,TB
2014224,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.84 ,K
2014225,"[6,7)",>=7,"[1,6)","[1,6)",>=7,>=7, 6.75 ,TB
2014226,>=7,>=7,>=7,>=7,>=7,>=7, 8.57 ,G
2014227,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.04 ,K
2014228,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.51 ,TB
2014229,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.61 ,K
2014230,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.48 ,TB
2014231,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.13 ,TB
2014232,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.23 ,K
2014233,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.86 ,TB
2014234,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.73 ,TB
2014235,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 7.12 ,TB
2014236,"[1,6)",>=7,"[6,7)","[1,6)",>=7,>=7, 7.14 ,TB
2014237,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.85 ,TB
2014238,>=7,"[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.15 ,TB
2014239,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.02 ,TB
2014240,"[6,7)",>=7,"[6,7)",>=7,>=7,>=7, 7.91 ,K
2014241,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.08 ,TB
2014242,"[6,7)",>=7,"[1,6)","[6,7)",>=7,>=7, 6.97 ,TB
2014243,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.93 ,TB
2014244,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.62 ,TB
2014245,>=7,"[6,7)","[1,6)",>=7,>=7,>=7, 7.32 ,TB
2014246,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.51 ,TB
2014247,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.38 ,TB
2014248,>=7,"[1,6)","[1,6)","[1,6)",>=7,>=7, 5.78 ,TB
2014249,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.84 ,TB
2014250,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.88 ,TB
2014251,"[6,7)",>=7,"[6,7)","[6,7)",>=7,>=7, 7.21 ,TB
2014252,>=7,>=7,>=7,>=7,>=7,>=7, 8.26 ,G
2014253,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.35 ,TB
2014254,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.07 ,TB
2014255,>=7,>=7,>=7,>=7,>=7,>=7, 7.78 ,K
2014256,>=7,"[6,7)","[1,6)","[6,7)",>=7,>=7, 6.64 ,TB
2014257,>=7,"[6,7)","[1,6)","[6,7)","[6,7)",>=7, 6.51 ,TB
2014258,>=7,>=7,>=7,>=7,>=7,>=7, 8.18 ,G
2014259,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.41 ,K
2014260,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.78 ,K
2014261,>=7,"[6,7)","[1,6)","[1,6)","[1,6)",>=7, 6.23 ,TB
2014262,>=7,>=7,"[6,7)",>=7,"[6,7)",>=7, 7.87 ,K
2014263,>=7,>=7,"[1,6)","[1,6)",>=7,"[6,7)", 6.84 ,TB
2014264,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.68 ,TB
2014265,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.21 ,TB
2014266,>=7,>=7,"[1,6)",>=7,>=7,>=7, 8.03 ,TB
2014267,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 5.54 ,TB
2014268,"[1,6)",>=7,"[1,6)","[6,7)",>=7,>=7, 6.98 ,TB
2014269,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.67 ,TB
2014270,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.88 ,TB
2014271,>=7,>=7,"[6,7)","[1,6)",>=7,>=7, 7.15 ,TB
2014272,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.49 ,TB
2014273,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.41 ,K
2014274,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.73 ,TB
2014275,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.94 ,K
2014276,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.26 ,TB
2014277,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.23 ,TB
2014278,>=7,>=7,"[1,6)","[1,6)",>=7,>=7, 6.70 ,TB
2014279,>=7,>=7,>=7,"[6,7)",>=7,>=7, 7.72 ,K
2014280,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.88 ,K
2014281,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.63 ,TB
2014282,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.19 ,K
2014283,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.38 ,TB
2014284,>=7,>=7,"[1,6)","[1,6)","[1,6)",>=7, 5.76 ,TB
2014285,>=7,>=7,>=7,>=7,"[6,7)",>=7, 7.48 ,K
2014286,>=7,>=7,"[1,6)",>=7,>=7,>=7, 6.94 ,TB
2014287,>=7,>=7,"[1,6)","[6,7)","[6,7)",>=7, 7.08 ,TB
2014288,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 6.95 ,TB
2014289,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.57 ,TB
2014290,>=7,>=7,"[6,7)","[6,7)",>=7,>=7, 7.13 ,K
2014291,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.67 ,TB
2014292,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 7.21 ,TB
2014293,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.42 ,TB
2014294,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)",>=7, 6.64 ,TB
2014295,"[6,7)",>=7,"[1,6)","[1,6)","[6,7)",>=7, 5.88 ,TB
2014296,>=7,>=7,"[6,7)","[1,6)","[6,7)",>=7, 6.53 ,TB
2014297,"[6,7)","[6,7)","[1,6)","[1,6)","[6,7)",>=7, 6.17 ,TB
2014298,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.62 ,TB
2014299,"[6,7)",>=7,"[1,6)","[6,7)","[6,7)",>=7, 7.03 ,TB
2014300,"[6,7)",>=7,"[1,6)",>=7,>=7,>=7, 6.95 ,TB
2014301,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.80 ,TB
2014302,>=7,>=7,>=7,>=7,>=7,>=7, 7.67 ,K
2014303,>=7,>=7,"[1,6)","[6,7)",>=7,>=7, 7.03 ,TB
2014304,>=7,>=7,"[6,7)",>=7,>=7,>=7, 8.26 ,K
2014305,>=7,>=7,"[1,6)",>=7,>=7,>=7, 7.82 ,TB
2014306,"[6,7)","[6,7)","[1,6)","[1,6)","[1,6)",>=7, 5.73 ,TB
2014307,>=7,"[1,6)","[6,7)","[1,6)","[6,7)",>=7, 6.30 ,TB
2014308,>=7,>=7,"[1,6)","[1,6)","[6,7)",>=7, 6.81 ,TB
2014309,>=7,>=7,>=7,"[1,6)",>=7,>=7, 7.37 ,TB
2014310,>=7,>=7,>=7,"[6,7)",>=7,>=7, 8.18 ,K
2014311,>=7,>=7,"[6,7)",>=7,>=7,>=7, 7.93 ,K
